date,DEBT_CG_TOTAL,REV_GG_TAX_TOTAL,EXP_CG_TOTAL_EST,REV_CG_TOTAL_EST,REV_CG_TAX_TOTAL_EST,FIN_CG_COIN_EST,FIN_CG_NETBORROW_EST,FIN_CG_RESERVES_EST,UNEMPL_RATE,REV_SG_TAX_WAGES,REV_SG_TAX_CORP,REV_SG_TAX_WITHHOLD,REV_SG_TAX_ASSESSED,REV_SG_TAX_NONASSESSED,REV_CG_TAX_ASSESSED_FED,REV_CG_TOTAL,REV_CG_TAX_FEDSHARE,REV_CG_TAX_INCTAX_FED,REV_CG_TAX_WAGES_FED,REV_CG_TAX_NONASSESSED_FED,REV_CG_TAX_WITHHOLD_FED,REV_CG_TAX_VAT_FED,REV_CG_TAX_TRADETAX_FED,REV_CG_TAX_SUPPGRANTS,REV_CG_TAX_EUOWN_GNI,REV_CG_TAX_EUOWN_VAT,REV_CG_TAX_GRANTS_TRANSPORT,REV_CG_TAX_GRANTS_MVTAX,REV_CG_OTH_ECONACT,REV_CG_OTH_INTEREST,REV_CG_OTH_PRIVATIZATION,EXP_CG_FUNC_GENSERV,EXP_CG_FUNC_EDU,EXP_CG_FUNC_DEFENSE,EXP_CG_FUNC_SOCSEC,EXP_CG_FUNC_HEALTH,EXP_CG_FUNC_HOUSING,EXP_CG_FUNC_AGRI,EXP_CG_FUNC_ENERGY,EXP_CG_FUNC_TRANSPORT,EXP_CG_FUNC_FINMGMT,EXP_CG_CAT_INTEREST,EXP_CG_CAT_GRANTS,EXP_CG_CAT_HR,EXP_CG_CAT_OPEX,EXP_CG_CAT_INVEST,EXP_CG_CAT_FIXEDASSET,EXP_CG_CAT_FINASSIST,EXP_GG_SA_TOTAL,EXP_GG_SA_COE,EXP_GG_SA_GFCF,EXP_GG_SA_INTERMED,EXP_GG_SA_SOCBEN,GG_SA_NETLENDING,REV_GG_SA_TOTAL,REV_GG_SA_LEVIES,REV_GG_SA_SOCCONTRIB,REV_GG_SA_TAXES,EXP_GG_SA_SOCBENKIND,EMPL_TOTAL,EMPL_EMPLOYEES,GDP_NOMINAL,GNI_CORP_INV_INCOME,GNI_COE,HOURS_WORKED,GDP_CONS_HH,GDP_CONS_GOV,GDP_GFCF,GDP_EXPORTS,GDP_IMPORTS,REV_GG_SA_TAXPROD,REV_GG_SA_TAXINCOME,REV_GG_SA_CAPTRANSFER_RES,EXP_GG_SA_SUBSIDIES,EXP_GG_SA_OTHTRANSFER,EXP_GG_SA_CAPTRANSFER_USE,EXP_GG_SA_PROPINC_USE,REV_GG_SA_PROPINC_RES,EXP_SSF_TOTAL,REV_SSF_TOTAL,REV_PIF_TOTAL,EXP_PIF_TOTAL,REV_PIF_CONTRIB,EXP_PIF_PENSIONS
1976-08-01,,,,,,,,,,,,,,,,4939031389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-09-01,,,,,,,,,,,,,,,,6712768797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50153333333.333336,,,,,,,,,,,,,,,,,,,,,,
1976-10-01,,,,,,,,,,,,,,,,5404361499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-11-01,,,,,,,,,,,,,,,,5264969569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-12-01,,,,,,,,,,,,,,,,10404465201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53863333333.333336,,,,,,,,,,,,,,,,,,,,,,
1977-01-01,,,,,,,,,,,,,,,,5595444371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-02-01,,,,,,,,,,,,,,,,5271930453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-03-01,,,,,,,,,,,,,,,,6606620306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49903333333.333336,,,,,,,,,,,,,,,,,,,,,,
1977-04-01,,,,,,,,,,,,,,,,4942486945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-05-01,,,,,,,,,,,,,,,,5051925388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-06-01,,,,,,,,,,,,,,,,7458403785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51856666666.666664,,,,,,,,,,,,,,,,,,,,,,
1977-07-01,,,,,,,,,,,,,,,,5901953887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-08-01,,,,,,,,,,,,,,,,5418750387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-09-01,,,,,,,,,,,,,,,,7633431609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53093333333.333336,,,,,,,,,,,,,,,,,,,,,,
1977-10-01,,,,,,,,,,,,,,,,5910052315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-11-01,,,,,,,,,,,,,,,,5575895808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977-12-01,,,,,,,,,,,,,,,,11201725659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57326666666.666664,,,,,,,,,,,,,,,,,,,,,,
1978-01-01,,,,,,,,,,,,,,,,5670723643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-02-01,,,,,,,,,,,,,,,,6108837952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-03-01,,,,,,,,,,,,,,,,7252398094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52780000000.0,,,,,,,,,,,,,,,,,,,,,,
1978-04-01,,,,,,,,,,,,,,,,5535065586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978-05-01,,,,,,,,,,,,,,,,5550088189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
