date,DEBT_CG_TOTAL,REV_GG_TAX_TOTAL,EXP_CG_TOTAL_EST,REV_CG_TOTAL_EST,REV_CG_TAX_TOTAL_EST,FIN_CG_COIN_EST,FIN_CG_NETBORROW_EST,FIN_CG_RESERVES_EST,UNEMPL_RATE,REV_SG_TAX_WAGES,REV_SG_TAX_CORP,REV_SG_TAX_WITHHOLD,REV_SG_TAX_ASSESSED,REV_SG_TAX_NONASSESSED,REV_CG_TAX_ASSESSED_FED,REV_CG_TOTAL,REV_CG_TAX_FEDSHARE,REV_CG_TAX_INCTAX_FED,REV_CG_TAX_WAGES_FED,REV_CG_TAX_NONASSESSED_FED,REV_CG_TAX_WITHHOLD_FED,REV_CG_TAX_VAT_FED,REV_CG_TAX_TRADETAX_FED,REV_CG_TAX_SUPPGRANTS,REV_CG_TAX_EUOWN_GNI,REV_CG_TAX_EUOWN_VAT,REV_CG_TAX_GRANTS_TRANSPORT,REV_CG_TAX_GRANTS_MVTAX,REV_CG_OTH_ECONACT,REV_CG_OTH_INTEREST,REV_CG_OTH_PRIVATIZATION,EXP_CG_FUNC_GENSERV,EXP_CG_FUNC_EDU,EXP_CG_FUNC_DEFENSE,EXP_CG_FUNC_SOCSEC,EXP_CG_FUNC_HEALTH,EXP_CG_FUNC_HOUSING,EXP_CG_FUNC_AGRI,EXP_CG_FUNC_ENERGY,EXP_CG_FUNC_TRANSPORT,EXP_CG_FUNC_FINMGMT,EXP_CG_CAT_INTEREST,EXP_CG_CAT_GRANTS,EXP_CG_CAT_HR,EXP_CG_CAT_OPEX,EXP_CG_CAT_INVEST,EXP_CG_CAT_FIXEDASSET,EXP_CG_CAT_FINASSIST,EXP_GG_SA_TOTAL,EXP_GG_SA_COE,EXP_GG_SA_GFCF,EXP_GG_SA_INTERMED,EXP_GG_SA_SOCBEN,GG_SA_NETLENDING,REV_GG_SA_TOTAL,REV_GG_SA_LEVIES,REV_GG_SA_SOCCONTRIB,REV_GG_SA_TAXES,EXP_GG_SA_SOCBENKIND,EMPL_TOTAL,EMPL_EMPLOYEES,GDP_NOMINAL,GNI_CORP_INV_INCOME,GNI_COE,HOURS_WORKED,GDP_CONS_HH,GDP_CONS_GOV,GDP_GFCF,GDP_EXPORTS,GDP_IMPORTS,REV_GG_SA_TAXPROD,REV_GG_SA_TAXINCOME,REV_GG_SA_CAPTRANSFER_RES,EXP_GG_SA_SUBSIDIES,EXP_GG_SA_OTHTRANSFER,EXP_GG_SA_CAPTRANSFER_USE,EXP_GG_SA_PROPINC_USE,REV_GG_SA_PROPINC_RES,EXP_SSF_TOTAL,REV_SSF_TOTAL,REV_PIF_TOTAL,EXP_PIF_TOTAL,REV_PIF_CONTRIB,EXP_PIF_PENSIONS
2000-09-01,,43271400000.0,,,,,,,9.4,,,,,,,19830868708.000015,,,,,,,,7137000000.0,,,1112000000.0,,,,,,,,,,,,,,,3480000000.0,13048000000.0,3686000000.0,8174000000.0,,1203000000.0,,83477333333.33333,15175000000.0,4995333333.333333,7201000000.0,30412333333.333332,-4959333333.333333,78518000000.0,69911000000.0,31347000000.0,38564000000.0,12466000000.0,40188000.0,36170000.0,179233333333.33334,37046333333.333336,93684666666.66667,4982032066.666667,100501333333.33333,34346333333.333332,43454666666.666664,53063333333.333336,53336000000.0,18752666666.666668,19811333333.333332,561000000.0,2564333333.3333335,3065666666.6666665,2009333333.3333333,5672999999.999999,1332000000.0,,,17471666666.666668,17693333333.333332,12446000000.0,14998666666.666666
2000-10-01,,30089200000.0,,,,,,,9.4,,,,,,-685000000.0,15627821497.0,19206000000.0,8077000000.0,8266000000.0,484000000.0,445000000.0,7421000000.0,237000000.0,0.0,1460000000.0,,1083000000.0,,83000000.0,156000000.0,696000000.0,6072000000.0,1641000000.0,3419000000.0,,310000000.0,2367000000.0,,,2640000000.0,539000000.0,7671000000.0,20169000000.0,4062000000.0,3211000000.0,4979000000.0,1203000000.0,3776000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-01,,29600400000.0,,,,,,,9.3,,,,,,-948000000.0,14992122432.0,19854000000.0,7674000000.0,8371000000.0,330000000.0,521000000.0,8012000000.0,413000000.0,0.0,1460000000.0,,1084000000.0,,118000000.0,161000000.0,-207000000.0,7087000000.0,2821000000.0,4191000000.0,,215000000.0,2492000000.0,,,3488000000.0,538000000.0,6375000000.0,21733000000.0,5422000000.0,3912000000.0,5893000000.0,1490000000.0,4402000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,,63472700000.0,,,,,,,9.3,,,,,,5733000000.0,34642289918.0,44292000000.0,32901000000.0,19677000000.0,1001000000.0,611000000.0,6645000000.0,628000000.0,6503000000.0,1314000000.0,,1083000000.0,,67000000.0,27000000.0,3978000000.0,8433000000.0,1877000000.0,4529000000.0,,493000000.0,3135000000.0,,,6617000000.0,539000000.0,3893000000.0,15870000000.0,4108000000.0,5556000000.0,2454000000.0,2389000000.0,66000000.0,92943666666.66667,17885666666.666668,5417666666.666667,8643333333.333334,31230666666.666668,-2758333333.3333335,90185333333.33333,80696666666.66667,34834333333.333336,45862333333.333336,13754333333.333334,40306000.0,36297000.0,182530000000.00003,30876333333.333332,105658000000.0,4926529266.666667,101106000000.0,34648333333.333336,42767666666.666664,56411666666.666664,57183666666.666664,19480666666.666668,26381666666.666668,668666666.6666666,3080666666.6666665,4204333333.3333335,3042333333.3333335,5800333333.333333,1619333333.3333333,,,18822666666.666668,17658000000.0,13787000000.0,14979666666.666666
2001-01-01,,34389500000.0,,,,,,,9.3,,,,,,-208000000.0,15053691369.0,11346000000.0,6584000000.0,3902000000.0,1850000000.0,1167000000.0,3147000000.0,-7000000.0,0.0,862000000.0,,572000000.0,,78000000.0,826000000.0,215000000.0,5221000000.0,578000000.0,3305000000.0,,179000000.0,1407000000.0,,,248000000.0,275000000.0,8501000000.0,15095000000.0,2558000000.0,1939000000.0,3993000000.0,360000000.0,3633000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-01,,29356900000.0,,,,,,,9.3,,,,,,-518000000.0,15810557060.0,10847000000.0,3686000000.0,4089000000.0,363000000.0,318000000.0,5463000000.0,29000000.0,0.0,837000000.0,,537000000.0,,50000000.0,100000000.0,145000000.0,3614000000.0,893000000.0,1969000000.0,,352000000.0,782000000.0,,,759000000.0,276000000.0,1998000000.0,10540000000.0,2092000000.0,1088000000.0,2284000000.0,240000000.0,2044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01,,33691200000.0,,,,,,,9.3,,,,,,1719000000.0,14955877242.0,11191000000.0,6562000000.0,4040000000.0,1042000000.0,215000000.0,2841000000.0,2000000.0,3334000000.0,845000000.0,,573000000.0,,50000000.0,60000000.0,1014000000.0,3811000000.0,757000000.0,2400000000.0,,93000000.0,870000000.0,,,336000000.0,275000000.0,1313000000.0,10408000000.0,2245000000.0,1203000000.0,1875000000.0,307000000.0,1568000000.0,84780666666.66667,14534000000.0,3614333333.3333335,7286333333.333333,31909000000.0,-7164666666.666667,77616000000.0,69151333333.33333,30521666666.666668,38629666666.666664,12637666666.666666,39604000.0,35575000.0,178943333333.33334,40659000000.0,89254333333.33333,4969668533.333333,102793333333.33333,35025000000.0,42809666666.666664,55914333333.333336,54045000000.0,19250333333.333332,19379333333.333332,867000000.0,2242000000.0,3429666666.6666665,3799333333.3333335,5416333333.333333,1194000000.0,,,17297333333.333332,17804000000.0,11949666666.666666,15211333333.333334
2001-04-01,,28229300000.0,,,,,,,9.3,,,,,,-2457000000.0,18123164328.0,9845000000.0,4481000000.0,4231000000.0,1047000000.0,256000000.0,3117000000.0,206000000.0,0.0,845000000.0,,572000000.0,,3624000000.0,25000000.0,326000000.0,3588000000.0,692000000.0,2011000000.0,,168000000.0,822000000.0,,,1032000000.0,276000000.0,1796000000.0,10654000000.0,2129000000.0,1077000000.0,2788000000.0,346000000.0,2442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-01,,31061300000.0,,,,,,,9.2,,,,,,-417000000.0,16211761452.0,9933000000.0,3708000000.0,4448000000.0,592000000.0,250000000.0,4072000000.0,165000000.0,0.0,845000000.0,,572000000.0,,74000000.0,115000000.0,147000000.0,3308000000.0,826000000.0,1824000000.0,,105000000.0,952000000.0,,,1082000000.0,275000000.0,2905000000.0,10813000000.0,2006000000.0,1093000000.0,1922000000.0,463000000.0,1458000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-01,,43036000000.0,,,,,,,9.3,,,,,,2239000000.0,18257223576.0,15344000000.0,10727000000.0,4490000000.0,1808000000.0,228000000.0,3515000000.0,4000000.0,3163000000.0,845000000.0,,572000000.0,,627000000.0,82000000.0,119000000.0,3653000000.0,699000000.0,2158000000.0,,106000000.0,1048000000.0,,,774000000.0,275000000.0,1684000000.0,10687000000.0,2066000000.0,1191000000.0,1972000000.0,538000000.0,1435000000.0,83754000000.0,14408666666.666666,4599333333.333333,7233666666.666667,31490000000.0,-673999999.9999999,83080000000.0,72541000000.0,32126000000.0,40415000000.0,12984000000.0,39806000.0,35784000.0,179413333333.33334,36782333333.333336,92387000000.0,4574551300.0,102671000000.0,34883333333.333336,43034333333.333336,56207000000.0,54261000000.0,19734666666.666668,20680333333.333332,616333333.3333334,2318666666.6666665,3275333333.3333335,1888000000.0,5623000000.0,3381666666.6666665,,,17817000000.0,17868666666.666668,12421666666.666666,15187000000.0
2001-07-01,,32983900000.0,,,,,,,9.3,,,,,,-634000000.0,22430871169.0,10479000000.0,4764000000.0,4914000000.0,1027000000.0,258000000.0,3743000000.0,148000000.0,0.0,846000000.0,,572000000.0,,57000000.0,176000000.0,5243000000.0,3708000000.0,1025000000.0,1751000000.0,,96000000.0,981000000.0,,,1680000000.0,276000000.0,7988000000.0,11507000000.0,1835000000.0,1248000000.0,2557000000.0,607000000.0,1949000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-01,,31097000000.0,,,,,,,9.3,,,,,,-454000000.0,18406219181.0,10480000000.0,4496000000.0,4455000000.0,1258000000.0,234000000.0,4024000000.0,221000000.0,0.0,-481000000.0,,572000000.0,,54000000.0,133000000.0,689000000.0,4292000000.0,849000000.0,2829000000.0,,127000000.0,1072000000.0,,,1226000000.0,275000000.0,2012000000.0,10932000000.0,2751000000.0,1321000000.0,2056000000.0,657000000.0,1400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-01,,38393900000.0,,,,,,,9.4,,,,,,2467000000.0,16773482252.0,13948000000.0,8707000000.0,4034000000.0,522000000.0,205000000.0,3687000000.0,22000000.0,3119000000.0,680000000.0,,573000000.0,,42000000.0,114000000.0,108000000.0,3249000000.0,774000000.0,1844000000.0,,88000000.0,854000000.0,,,798000000.0,276000000.0,2242000000.0,10470000000.0,2018000000.0,496000000.0,2089000000.0,539000000.0,1550000000.0,85493000000.0,15097333333.333334,4843666666.666667,7542000000.0,31698000000.0,-7796000000.0,77697000000.0,68734666666.66667,31659666666.666668,37075000000.0,12929000000.0,39957000.0,35924000.0,184513333333.33334,40665666666.666664,94546000000.0,4941897233.333333,103376333333.33333,34991666666.666664,41903333333.333336,55982333333.333336,52963333333.333336,19084666666.666668,17990333333.333332,573333333.3333334,2396000000.0,2892333333.3333335,2638000000.0,5534000000.0,1354333333.3333333,,,17842333333.333332,18358000000.0,12498333333.333334,15569666666.666666
2001-10-01,,29051100000.0,,,,,,,9.5,,,,,,-356000000.0,15099922193.0,8775000000.0,3335000000.0,4015000000.0,301000000.0,239000000.0,3709000000.0,59000000.0,0.0,720000000.0,,572000000.0,,50000000.0,63000000.0,560000000.0,3969000000.0,972000000.0,2287000000.0,,134000000.0,1061000000.0,,,1503000000.0,275000000.0,2711000000.0,11201000000.0,2186000000.0,2721000000.0,2522000000.0,726000000.0,1796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01,,28188600000.0,,,,,,,9.6,,,,,,-461000000.0,14409580321.0,9418000000.0,3362000000.0,4090000000.0,260000000.0,274000000.0,4030000000.0,280000000.0,0.0,679000000.0,,572000000.0,,54000000.0,65000000.0,-8000000.0,4852000000.0,1587000000.0,3150000000.0,,105000000.0,1086000000.0,,,1559000000.0,275000000.0,2540000000.0,11868000000.0,3081000000.0,2155000000.0,2407000000.0,782000000.0,1626000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-01,,57879400000.0,,,,,,,9.6,,,,,,2808000000.0,34673543028.0,20498000000.0,13862000000.0,9665000000.0,372000000.0,299000000.0,4472000000.0,384000000.0,3137000000.0,508000000.0,,572000000.0,,38000000.0,249000000.0,3002000000.0,4491000000.0,981000000.0,2430000000.0,,233000000.0,1409000000.0,,,2872000000.0,276000000.0,1937000000.0,8184000000.0,1840000000.0,2971000000.0,808000000.0,1340000000.0,-533000000.0,94715333333.33333,18119000000.0,5329333333.333333,9473333333.333334,32549000000.0,-7232666666.666667,87482666666.66666,77817666666.66667,35231000000.0,42586666666.666664,14250666666.666666,40094000.0,36066000.0,188973333333.33334,34331333333.333332,106809333333.33333,4879679133.333333,104386666666.66667,35984000000.0,39255666666.666664,56531666666.666664,51659666666.666664,19736333333.333332,22850333333.333332,662000000.0,2993000000.0,3586333333.3333335,3023666666.6666665,5493666666.666667,1496666666.6666667,,,19158000000.0,18321000000.0,13791333333.333334,15540333333.333334
2002-01-01,,33140400000.0,,,,,,,9.6,,,,,,-230000000.0,14331494222.0,11177000000.0,5665000000.0,3472000000.0,1442000000.0,1163000000.0,4137000000.0,-11000000.0,0.0,823000000.0,,546000000.0,,72000000.0,107000000.0,486000000.0,4307000000.0,661000000.0,2543000000.0,,105000000.0,1001000000.0,,,455000000.0,205000000.0,9653000000.0,16141000000.0,2058000000.0,1595000000.0,3346000000.0,322000000.0,3024000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-01,,28527100000.0,,,,,,,9.6,,,,,,-570000000.0,14485860828.0,8394000000.0,2621000000.0,2919000000.0,378000000.0,337000000.0,4286000000.0,49000000.0,0.0,780000000.0,,198000000.0,,48000000.0,103000000.0,884000000.0,3784000000.0,1020000000.0,2243000000.0,,354000000.0,423000000.0,,,574000000.0,205000000.0,2574000000.0,10914000000.0,2558000000.0,916000000.0,2063000000.0,246000000.0,1817000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-01,,30101400000.0,,,,,,,9.6,,,,,,-749000000.0,13423971454.0,10613000000.0,6063000000.0,5149000000.0,497000000.0,223000000.0,3035000000.0,3000000.0,3897000000.0,794000000.0,,543000000.0,,46000000.0,46000000.0,355000000.0,3740000000.0,713000000.0,2280000000.0,,81000000.0,471000000.0,,,925000000.0,205000000.0,1415000000.0,11086000000.0,2203000000.0,1263000000.0,1759000000.0,282000000.0,1477000000.0,87108333333.33333,14840666666.666666,3881666666.6666665,7468000000.0,32959333333.333332,-10646000000.0,76462333333.33333,68224666666.666664,30914333333.333332,37310333333.333336,12952333333.333334,39511000.0,35459000.0,179059999999.99997,38830333333.333336,90141000000.0,4871923266.666667,104026666666.66667,35851000000.0,37372666666.666664,56123333333.333336,49484333333.333336,19350000000.0,17960333333.333332,638000000.0,2240666666.6666665,3368333333.3333335,4041000000.0,5434666666.666666,1124000000.0,,,17677666666.666668,18483333333.333332,12016666666.666666,15757000000.0
2002-04-01,,27724700000.0,,,,,,,9.5,,,,,,-380000000.0,17553595265.0,8536000000.0,3733000000.0,4236000000.0,275000000.0,213000000.0,3015000000.0,153000000.0,0.0,793000000.0,,543000000.0,,3546000000.0,75000000.0,225000000.0,3835000000.0,750000000.0,2121000000.0,,133000000.0,468000000.0,,,1247000000.0,205000000.0,1726000000.0,11398000000.0,2080000000.0,1234000000.0,2496000000.0,399000000.0,2097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-01,,31562600000.0,,,,,,,9.7,,,,,,-383000000.0,17247971349.0,10105000000.0,4052000000.0,4390000000.0,645000000.0,220000000.0,4113000000.0,271000000.0,0.0,794000000.0,,544000000.0,,48000000.0,54000000.0,434000000.0,3607000000.0,909000000.0,2013000000.0,,94000000.0,562000000.0,,,1352000000.0,205000000.0,2342000000.0,11496000000.0,2089000000.0,1243000000.0,2158000000.0,459000000.0,1699000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-01,,38380600000.0,,,,,,,9.8,,,,,,2179000000.0,16005262418.0,13431000000.0,8578000000.0,4540000000.0,1205000000.0,189000000.0,3503000000.0,2000000.0,3888000000.0,794000000.0,,543000000.0,,51000000.0,63000000.0,648000000.0,3510000000.0,833000000.0,2145000000.0,,127000000.0,593000000.0,,,1432000000.0,205000000.0,1703000000.0,11141000000.0,2169000000.0,1205000000.0,2483000000.0,524000000.0,1958000000.0,86201666666.66667,14738666666.666666,4820333333.333333,7575333333.333333,32596333333.333332,-4421333333.333333,81780333333.33333,71189333333.33333,32534666666.666668,38654666666.666664,13525666666.666666,39669000.0,35616000.0,182030000000.00003,37653666666.666664,92989666666.66667,4557664700.0,103481666666.66667,35911333333.333336,38040333333.333336,57772333333.333336,50676666666.666664,19401000000.0,19253666666.666668,585666666.6666666,2200333333.3333335,3373333333.3333335,1936000000.0,5521333333.333333,3219666666.6666665,,,18207000000.0,18520000000.0,12468000000.0,15670666666.666666
2002-07-01,,32976100000.0,,,,,,,9.8,,,,,,-555000000.0,18336439367.0,12819000000.0,5399000000.0,5007000000.0,1001000000.0,226000000.0,5543000000.0,171000000.0,0.0,1807000000.0,,1018000000.0,,58000000.0,205000000.0,749000000.0,4684000000.0,1252000000.0,2747000000.0,,84000000.0,635000000.0,,,1468000000.0,205000000.0,8774000000.0,12146000000.0,2439000000.0,1597000000.0,2602000000.0,671000000.0,1932000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-01,,31153800000.0,,,,,,,9.8,,,,,,-543000000.0,18625679524.0,10431000000.0,4078000000.0,4521000000.0,442000000.0,221000000.0,4471000000.0,260000000.0,0.0,498000000.0,,562000000.0,,52000000.0,30000000.0,125000000.0,3723000000.0,835000000.0,2178000000.0,,80000000.0,639000000.0,,,1429000000.0,205000000.0,1789000000.0,11506000000.0,2170000000.0,1195000000.0,1841000000.0,649000000.0,1192000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-01,,38098800000.0,,,,,,,9.9,,,,,,2508000000.0,19961566669.0,13800000000.0,8274000000.0,4051000000.0,220000000.0,169000000.0,3996000000.0,2000000.0,3825000000.0,879000000.0,,562000000.0,,45000000.0,-5000000.0,5068000000.0,3489000000.0,752000000.0,2151000000.0,,135000000.0,696000000.0,,,1386000000.0,205000000.0,1696000000.0,11283000000.0,2161000000.0,1136000000.0,2193000000.0,543000000.0,1650000000.0,87870333333.33333,15361666666.666666,5151666666.666667,7987666666.666667,33157000000.0,-8783000000.0,79087333333.33333,69952000000.0,32330666666.666668,37621333333.333336,13372666666.666666,39764000.0,35692000.0,189043333333.33334,42242000000.0,95605333333.33333,4911605133.333333,104629333333.33333,36140333333.333336,37691000000.0,58547333333.333336,50183333333.333336,19874666666.666668,17746666666.666668,692333333.3333334,2317333333.3333335,2891000000.0,2208000000.0,5501666666.666666,1240666666.6666667,,,18347666666.666668,19035000000.0,12646000000.0,16092000000.0
2002-10-01,,31276400000.0,,,,,,,10.0,,,,,,-441000000.0,16790442962.0,10104000000.0,4367000000.0,4040000000.0,450000000.0,217000000.0,3949000000.0,169000000.0,0.0,878000000.0,,562000000.0,,48000000.0,22000000.0,210000000.0,3733000000.0,917000000.0,2089000000.0,,138000000.0,745000000.0,,,1570000000.0,205000000.0,2055000000.0,11558000000.0,1984000000.0,1389000000.0,2775000000.0,657000000.0,2118000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-01,,28421200000.0,,,,,,,10.1,,,,,,-514000000.0,14975393638.0,9679000000.0,3319000000.0,4028000000.0,93000000.0,247000000.0,4412000000.0,275000000.0,0.0,879000000.0,,562000000.0,,51000000.0,272000000.0,-63000000.0,4566000000.0,1442000000.0,2762000000.0,,100000000.0,645000000.0,,,1738000000.0,205000000.0,1464000000.0,12523000000.0,2885000000.0,1429000000.0,3048000000.0,685000000.0,2362000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-01,,62645200000.0,,,,,,,10.2,,,,,,2883000000.0,34886561436.0,22303000000.0,15406000000.0,9823000000.0,364000000.0,305000000.0,23623000000.0,410000000.0,3966000000.0,799000000.0,,562000000.0,,128000000.0,183000000.0,521000000.0,5324000000.0,872000000.0,3119000000.0,,200000000.0,1002000000.0,,,3356000000.0,207000000.0,1872000000.0,12322000000.0,2190000000.0,2856000000.0,-2691000000.0,1309000000.0,-3999000000.0,96365666666.66667,18375666666.666668,5246333333.333333,9786333333.333334,33951333333.333332,-6433000000.0,89932666666.66667,79622000000.0,35656000000.0,43966000000.0,14586333333.333334,39753000.0,35680000.0,190986666666.66666,34125000000.0,107078666666.66667,4812589533.333333,105290666666.66667,36886333333.333336,36710000000.0,59748666666.666664,51530333333.333336,19839000000.0,24127000000.0,846666666.6666666,2803000000.0000005,3118000000.0,3041333333.3333335,5587333333.333333,1316333333.3333333,,,19464000000.0,19183000000.0,13803000000.0,16147000000.0
2003-01-01,,29860700000.0,,,,,,,10.4,,,,,,-321000000.0,12206306572.0,9991000000.0,5047000000.0,3527000000.0,903000000.0,1000000.0,4944000000.0,0.0,0.0,1466000000.0,,571000000.0,,74000000.0,-6000000.0,300000000.0,4929000000.0,660000000.0,3136000000.0,,74000000.0,797000000.0,,,284000000.0,189000000.0,9962000000.0,16680000000.0,2754000000.0,1525000000.0,3262000000.0,306000000.0,2956000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-01,,29245100000.0,,,,,,,10.5,,,,,,-742000000.0,15097585032.0,10216000000.0,3707000000.0,4141000000.0,168000000.0,1376000000.0,6407000000.0,103000000.0,0.0,1106000000.0,,570000000.0,,49000000.0,53000000.0,116000000.0,3636000000.0,1052000000.0,2047000000.0,,299000000.0,513000000.0,,,606000000.0,189000000.0,2389000000.0,11439000000.0,2100000000.0,1166000000.0,2727000000.0,252000000.0,2476000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-01,,30015700000.0,,,,,,,10.5,,,,,,-1253000000.0,13550862607.0,9869000000.0,4830000000.0,3963000000.0,362000000.0,238000000.0,5031000000.0,6000000.0,4024000000.0,782000000.0,,571000000.0,,43000000.0,241000000.0,548000000.0,3581000000.0,813000000.0,2235000000.0,,71000000.0,1319000000.0,,,705000000.0,189000000.0,870000000.0,11333000000.0,2221000000.0,1148000000.0,2773000000.0,294000000.0,2477000000.0,89077999999.99998,15011000000.0,3522000000.0,7373666666.666667,34188333333.333332,-10149000000.0,78929000000.0,70093333333.33333,31900666666.666668,38192666666.666664,13394333333.333334,39029000.0,34923000.0,181153333333.33334,39246333333.333336,90759666666.66667,4812637766.666667,106451666666.66667,36193666666.666664,37379333333.333336,57843666666.666664,52492333333.333336,19870666666.666668,18322000000.0,713666666.6666666,2095666666.6666667,3448333333.3333335,4661333333.333333,5471000000.0,1098000000.0,,,18458000000.0,19085000000.0,12429666666.666666,16294333333.333334
2003-04-01,,28509400000.0,,,,,,,10.6,,,,,,-585000000.0,18740490129.0,8931000000.0,3733000000.0,4420000000.0,210000000.0,223000000.0,5011000000.0,188000000.0,0.0,1118000000.0,,570000000.0,,3549000000.0,112000000.0,830000000.0,3873000000.0,754000000.0,2202000000.0,,134000000.0,400000000.0,,,1314000000.0,189000000.0,1434000000.0,11745000000.0,2117000000.0,1272000000.0,2968000000.0,373000000.0,2596000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-01,,32408200000.0,,,,,,,10.6,,,,,,-528000000.0,17845063150.0,10712000000.0,4582000000.0,4504000000.0,594000000.0,182000000.0,5793000000.0,338000000.0,0.0,1118000000.0,,571000000.0,,46000000.0,82000000.0,66000000.0,3513000000.0,976000000.0,1925000000.0,,60000000.0,1328000000.0,,,1280000000.0,0.0,1820000000.0,12238000000.0,2120000000.0,1165000000.0,2679000000.0,495000000.0,2184000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-01,,40432200000.0,,,,,,,10.6,,,,,,2217000000.0,17142488467.0,14526000000.0,9126000000.0,4533000000.0,890000000.0,171000000.0,5394000000.0,6000000.0,3696000000.0,1118000000.0,,570000000.0,,44000000.0,71000000.0,70000000.0,3510000000.0,1110000000.0,2163000000.0,,108000000.0,619000000.0,,,1244000000.0,378000000.0,1510000000.0,11965000000.0,2165000000.0,1107000000.0,2810000000.0,553000000.0,2257000000.0,87929333333.33333,14832333333.333334,4882333333.333333,7643666666.666667,33752000000.0,-4699000000.0,83230333333.33333,73331666666.66667,33236000000.0,40095666666.666664,13711000000.0,39101000.0,34984000.0,182653333333.33334,36158666666.666664,93514666666.66667,4446556933.333333,106427333333.33333,36147333333.333336,36921666666.666664,57412333333.333336,51140333333.333336,20180000000.0,19915666666.666668,689999999.9999999,2217333333.3333335,3535666666.6666665,1937000000.0,5485999999.999999,2195333333.3333335,,,18814000000.0,19132000000.0,12783000000.0,16254333333.333334
2003-07-01,,33361900000.0,,,,,,,10.6,,,,,,-694000000.0,18747293763.0,10560000000.0,4778000000.0,5075000000.0,532000000.0,221000000.0,5547000000.0,235000000.0,0.0,1118000000.0,,571000000.0,,63000000.0,221000000.0,927000000.0,4635000000.0,969000000.0,2825000000.0,,74000000.0,649000000.0,,,1472000000.0,189000000.0,9201000000.0,12729000000.0,2627000000.0,1759000000.0,2321000000.0,636000000.0,1684000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-01,,29602700000.0,,,,,,,10.5,,,,,,-502000000.0,15799482677.0,10017000000.0,3844000000.0,4462000000.0,287000000.0,191000000.0,5733000000.0,440000000.0,0.0,1117000000.0,,570000000.0,,52000000.0,117000000.0,141000000.0,3775000000.0,763000000.0,2057000000.0,,63000000.0,1366000000.0,,,1507000000.0,189000000.0,3290000000.0,12175000000.0,2110000000.0,1245000000.0,2475000000.0,582000000.0,1894000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-01,,39172700000.0,,,,,,,10.5,,,,,,2463000000.0,17478512846.0,13882000000.0,8488000000.0,4133000000.0,211000000.0,140000000.0,5390000000.0,3000000.0,3829000000.0,1118000000.0,,571000000.0,,44000000.0,105000000.0,974000000.0,3301000000.0,772000000.0,1917000000.0,,93000000.0,566000000.0,,,1467000000.0,189000000.0,2040000000.0,11977000000.0,1770000000.0,630000000.0,-1441000000.0,533000000.0,-1974000000.0,89639333333.33333,15923000000.0,5144666666.666667,7982333333.333333,33924666666.666668,-10263000000.0,79376333333.33333,70171000000.0,33001333333.333332,37169666666.666664,13745000000.0,39361000.0,35213000.0,190493333333.33334,42906666666.666664,96227333333.33333,4844377066.666667,107391666666.66667,37047666666.666664,36001000000.0,58891666666.666664,51057666666.666664,19586333333.333332,17583333333.333332,733000000.0,2174000000.0,3535666666.6666665,1922666666.6666667,5379000000.0,1060000000.0,,,19080333333.333332,19418666666.666668,13028333333.333334,16469666666.666666
