date,REV_GG_TAX_TOTAL_M,REV_CG_TOTAL_M,EXP_CG_TOTAL_M,EXP_GG_TOTAL_Q,REV_GG_TOTAL_Q
1962-12-01,,,,,
1963-01-01,,,,,
1963-02-01,,,,,
1963-03-01,,,,,
1963-04-01,,,,,
1963-05-01,,,,,
1963-06-01,,,,,
1963-07-01,,,,,
1963-08-01,,,,,
1963-09-01,,,,,
1963-10-01,,,,,
1963-11-01,,,,,
1963-12-01,,,,,
1964-01-01,,,,,
1964-02-01,,,,,
1964-03-01,,,,,
1964-04-01,,,,,
1964-05-01,,,,,
1964-06-01,,,,,
1964-07-01,,,,,
1964-08-01,,,,,
1964-09-01,,,,,
1964-10-01,,,,,
1964-11-01,,,,,
1964-12-01,,,,,
1965-01-01,,,,,
1965-02-01,,,,,
1965-03-01,,,,,
1965-04-01,,,,,
1965-05-01,,,,,
1965-06-01,,,,,
1965-07-01,,,,,
1965-08-01,,,,,
1965-09-01,,,,,
1965-10-01,,,,,
1965-11-01,,,,,
1965-12-01,,,,,
1966-01-01,,,,,
1966-02-01,,,,,
1966-03-01,,,,,
1966-04-01,,,,,
1966-05-01,,,,,
1966-06-01,,,,,
1966-07-01,,,,,
1966-08-01,,,,,
1966-09-01,,,,,
1966-10-01,,,,,
1966-11-01,,,,,
1966-12-01,,,,,
1967-01-01,,,,,
1967-02-01,,,,,
1967-03-01,,,,,
1967-04-01,,,,,
1967-05-01,,,,,
1967-06-01,,,,,
1967-07-01,,,,,
1967-08-01,,,,,
1967-09-01,,,,,
1967-10-01,,,,,
1967-11-01,,,,,
1967-12-01,,,,,
1968-01-01,,,,,
1968-02-01,,,,,
1968-03-01,,,,,
1968-04-01,,,,,
1968-05-01,,,,,
1968-06-01,,,,,
1968-07-01,,,,,
1968-08-01,,,,,
1968-09-01,,,,,
1968-10-01,,,,,
1968-11-01,,,,,
1968-12-01,,,,,
1969-01-01,,3247696940.97285,3243428739.84494,,
1969-02-01,,3388249193.117,3166821128.50604,,
1969-03-01,,3523964849.90464,3194191388.09272,,
1969-04-01,,3450205728.17995,3068150275.25802,,
1969-05-01,,3536145561.53991,3163055434.01607,,
1969-06-01,,3581096142.18398,3454070333.66023,,
1969-07-01,,3608097664.15095,3238898507.01506,,
1969-08-01,,3501702244.74756,3637924666.84421,,
1969-09-01,,3636335156.04321,3900989689.86985,,
1969-10-01,,3727107094.80051,3488057193.58925,,
1969-11-01,,3866148304.84965,3105497955.22869,,
1969-12-01,,3523316940.28432,4911187706.42193,,
1970-01-01,,3622736927.63148,3367587670.71019,,
1970-02-01,,3528131635.3143,3525896403.14012,,
1970-03-01,,3623252133.29628,3402199442.55111,,
1970-04-01,,3678300443.95225,3623775387.88353,,
1970-05-01,,3762846082.16555,3718659418.46802,,
1970-06-01,,3809138194.51584,3777074486.69833,,
1970-07-01,,3767329312.1335,4041402702.64794,,
1970-08-01,,3839130703.80075,3707343364.91998,,
1970-09-01,,3861926361.19345,3860955314.55805,,
1970-10-01,,3733641916.93762,3986060114.5061,,
1970-11-01,,3890128450.36723,4017577353.51978,,
1970-12-01,,3923263800.69867,3877195019.16849,,
1971-01-01,,3969703092.99883,3914300827.32338,,
1971-02-01,,4001334822.23318,3952174992.26133,,
1971-03-01,,4130587804.87725,4267239934.30877,,
1971-04-01,,4510867929.28276,4184616515.48913,,
1971-05-01,,4056529007.56807,4089579951.39073,,
1971-06-01,,3971378236.11259,4182605206.28117,,
1971-07-01,,4143475778.445,4369735428.52784,,
1971-08-01,,4182396798.28628,4240327099.8486,,
1971-09-01,,4186625672.37731,4300425808.19763,,
1971-10-01,,4210729617.04785,4041437506.32402,,
1971-11-01,,4229799803.25772,4171407149.73674,,
1971-12-01,,4187942829.75634,4614859239.28697,,
1972-01-01,,4705983946.24977,4439700863.079,,
1972-02-01,,4314007968.18095,4605968352.51324,,
1972-03-01,,4256328986.57324,4556332649.31382,,
1972-04-01,,4816799783.18826,4633799381.14999,,
1972-05-01,,4368969906.28676,4693318847.95429,,
1972-06-01,,4168384644.6499,4516510391.76892,,
1972-07-01,,4421690994.94149,4416932869.32681,,
1972-08-01,,4654534704.71605,4847194446.70217,,
1972-09-01,,4560043447.72945,4695129478.25501,,
1972-10-01,,4686297038.96895,4750317457.11895,,
1972-11-01,,4649368331.64297,5398722390.41784,,
1972-12-01,,4701418051.73903,5178976441.60038,,
1973-01-01,,5001107040.4333,4925319453.94335,,
1973-02-01,,5027246441.02668,5022659389.11395,,
1973-03-01,,5007641727.1363,4782356624.43863,,
1973-04-01,,5064043648.25021,4896295667.40844,,
1973-05-01,,4950043074.19372,5081303825.77056,,
1973-06-01,,5106608430.3951,4974094592.4766,,
1973-07-01,,5038085175.99378,5252006313.7198,,
1973-08-01,,4963401952.97634,4942196589.43817,,
1973-09-01,,5033405586.22027,5152088823.22085,,
1973-10-01,,5113660252.84773,5573733263.67835,,
1973-11-01,,5232777737.82588,5494360604.39232,,
1973-12-01,,5205500506.45258,6388973418.52409,,
1974-01-01,,4998860994.65722,5447343564.13075,,
1974-02-01,,5210802915.19238,5075875215.06055,,
1974-03-01,,5119082111.91749,5442880714.10048,,
1974-04-01,,5194913637.63109,6029075751.60248,,
1974-05-01,,5363002875.99231,5696573598.99394,,
1974-06-01,,5215971745.12072,5260375411.81545,,
1974-07-01,,5056705388.79153,5469473708.57965,,
1974-08-01,,5472604573.36552,5944312116.47284,,
1974-09-01,,5355001058.86414,6123109123.60882,,
1974-10-01,,5342923254.2515,6312407768.22284,,
1974-11-01,,5429508740.01929,6098792919.43814,,
1974-12-01,,5315040177.84808,5810314851.19335,,
1975-01-01,,5168613222.66367,6470611224.57971,,
1975-02-01,,5041748597.25922,6364986361.06793,,
1975-03-01,,4943765789.37295,6724256746.93979,,
1975-04-01,,4997479859.9181,7518909881.96661,,
1975-05-01,,5206275045.09568,6495025336.15103,,
1975-06-01,,4758945947.24842,6865839819.5435,,
1975-07-01,,5533206317.83655,6944917038.72696,,
1975-08-01,,5818121008.36065,6581833051.80231,,
1975-09-01,,5382318323.93131,6785719367.56274,,
1975-10-01,,5364863204.73725,6531689601.91813,,
1975-11-01,,5469313358.64392,6500500482.80455,,
1975-12-01,,5494810733.39121,6863549570.79897,,
1976-01-01,,5714067045.81254,6709017553.50478,,
1976-02-01,,5729586479.74163,7461903298.3658,,
1976-03-01,,5431893076.9007,6843906744.74841,,
1976-04-01,,6141167460.3416,6923594928.26849,,
1976-05-01,,5555934143.48054,7119384248.28665,,
1976-06-01,,5716831552.48185,7013888532.06052,,
1976-07-01,,5797149417.22939,6848457914.45186,,
1976-08-01,,5655314489.63454,6826945018.73801,,
1976-09-01,,5847950790.41502,6846968575.1166,,
1976-10-01,,5939660103.19473,6998776976.16552,,
1976-11-01,,5893837124.31206,7138696240.80433,,
1976-12-01,,6197087171.24599,6769796152.03707,,
1977-01-01,,6285012216.98514,7111408833.6986,,
1977-02-01,,6179021386.67688,6977363352.53329,,
1977-03-01,,6272297972.25213,7126706886.16515,,
1977-04-01,,6117016873.82275,7077704438.90246,,
1977-05-01,,6279300501.95166,7095355013.69796,,
1977-06-01,,6433832983.43854,7375514448.85461,,
1977-07-01,,6271878041.76917,7407573545.15796,,
1977-08-01,,6227986228.67452,7473814036.30904,,
1977-09-01,,6655331104.34747,7543418544.082,,
1977-10-01,,6527523224.08955,7516635696.14345,,
1977-11-01,,6320584131.94451,7901949306.44102,,
1977-12-01,,6675732923.18814,7512534745.92521,,
1978-01-01,,6438679365.91537,7766280220.43007,,
1978-02-01,,7176710653.03051,7756492100.66496,,
1978-03-01,,6816880001.93753,8529297818.47194,,
1978-04-01,,6711728761.85969,7672118874.18156,,
1978-05-01,,6894295456.16186,7785353179.07462,,
1978-06-01,,6832226227.87621,8337313562.23701,,
1978-07-01,,6857853320.96429,7120983095.4501,,
1978-08-01,,6997024596.0617,8503160604.96509,,
1978-09-01,,6846775832.3168,8392384905.06698,,
1978-10-01,,7549277374.56105,8346065490.90643,,
1978-11-01,,7136326348.28146,8602101204.6823,,
1978-12-01,,7128758478.10534,8445197896.14613,,
1979-01-01,,7277217877.56188,8545211147.36893,,
1979-02-01,,7026465096.03201,8263022974.07552,,
1979-03-01,,7423575303.37176,8492204107.18092,,
1979-04-01,,7259125639.12346,7882989306.15302,,
1979-05-01,,7318368161.24504,9491102245.4422,,
1979-06-01,,7496244807.31572,8552964227.61835,,
1979-07-01,,7886958650.60192,8709310103.39634,,
1979-08-01,,8290890049.41698,9197136192.37438,,
1979-09-01,,7648713090.90048,7972241502.45611,,
1979-10-01,,7789155887.17241,9396287007.26399,,
1979-11-01,,7752459970.36687,9396297791.41357,,
1979-12-01,,7563603517.56169,8238510457.41526,,
1980-01-01,,7924911621.85389,9425542585.5799,,
1980-02-01,,7893742844.0674,9214718621.21936,,
1980-03-01,,7845055569.57343,8314220648.31369,,
1980-04-01,,7453496294.45018,9462808213.73253,,
1980-05-01,,8069998919.26167,9732062308.16475,,
1980-06-01,,8057671801.16555,8993900983.27164,,
1980-07-01,,7978268059.93589,9376977562.90324,,
1980-08-01,,7995174892.97224,9258568495.69122,,
1980-09-01,,8262545833.06584,9707173263.26502,,
1980-10-01,,7939291757.91126,9190041126.521,,
1980-11-01,,8362836191.37485,8830752930.92436,,
1980-12-01,,8199797041.53415,9137049422.03041,,
1981-01-01,,7586698384.97939,9863172003.21646,,
1981-02-01,,8451586158.99685,10021764050.5679,,
1981-03-01,,8389516149.52803,9808314617.86394,,
1981-04-01,,8423398333.27458,10042059157.3596,,
1981-05-01,,8211766236.64868,10034533863.6463,,
1981-06-01,,8095824824.56972,10206071839.6202,,
1981-07-01,,8408745560.49336,10135677098.417,,
1981-08-01,,8187911678.22129,9757344244.53011,,
1981-09-01,,8169700869.54345,9932778402.56454,,
1981-10-01,,8446793023.34301,10274992284.3656,,
1981-11-01,,8314911671.79502,9720540161.12333,,
1981-12-01,,8721514671.13281,9554864161.39684,,
1982-01-01,,8246561623.64697,10169948631.9751,,
1982-02-01,,8369780353.00543,10486449781.52,,
1982-03-01,,8448742184.53872,10838896694.1466,,
1982-04-01,,12985432321.9189,10416235132.1851,,
1982-05-01,,8657695929.39634,10168940963.4705,,
1982-06-01,,8600918258.2962,10271903970.181,,
1982-07-01,,8167478333.53738,10282545826.0393,,
1982-08-01,,8275670917.78617,10216769642.0124,,
1982-09-01,,8408560486.99619,10174811542.4797,,
1982-10-01,,8867482924.78893,10391329685.727,,
1982-11-01,,8562557408.94102,10878298928.4893,,
1982-12-01,,8485606688.53165,10846032578.3594,,
1983-01-01,,8119049839.37041,10362459218.7892,,
1983-02-01,,9626954321.12559,10775038356.0626,,
1983-03-01,,8528878000.47071,10943290009.3129,,
1983-04-01,,13253182221.0381,10654852251.0422,,
1983-05-01,,8678752004.90341,10288998186.0129,,
1983-06-01,,8344531489.50057,10653283358.9105,,
1983-07-01,,8734928613.67249,10420751423.0447,,
1983-08-01,,9075615586.96277,10640101346.6409,,
1983-09-01,,8686216317.91341,10516916595.6188,,
1983-10-01,,9407611271.84322,10432504009.2516,,
1983-11-01,,8151909226.24279,10794252508.0797,,
1983-12-01,,9199405783.03764,9479551717.53461,,
1984-01-01,,9350549202.00227,10704964383.6266,,
1984-02-01,,9468805150.72424,10477053065.9268,,
1984-03-01,,9495634014.98421,10303120108.1477,,
1984-04-01,,9452180880.60767,10578171067.7448,,
1984-05-01,,9805130069.42904,11463409888.5906,,
1984-06-01,,9365040001.28329,10690575985.7415,,
1984-07-01,,9343439342.83138,10453591041.3806,,
1984-08-01,,9708424965.12879,10869916298.8486,,
1984-09-01,,9801583928.0736,10925334853.0776,,
1984-10-01,,9151052617.56362,10514446627.8101,,
1984-11-01,,9747022939.91211,10609364215.8155,,
1984-12-01,,9484288308.93033,10983574830.5799,,
1985-01-01,,9677951559.96501,10956860550.2412,,
1985-02-01,,9427896048.41053,12075933995.6433,,
1985-03-01,,9664906075.15419,11163749559.3005,,
1985-04-01,,9650746366.2007,10937907612.0945,,
1985-05-01,,9524704028.9364,11080789379.6849,,
1985-06-01,,10359727246.7639,10702700657.3339,,
1985-07-01,,10040586441.7384,10833770689.3048,,
1985-08-01,,10282203785.0845,10939046901.38,,
1985-09-01,,11144887974.8327,9900907580.28923,,
1985-10-01,,9716153708.08493,10501408315.6423,,
1985-11-01,,9709222389.79795,11004284130.8776,,
1985-12-01,,10113618441.1212,11059239012.7228,,
1986-01-01,,9030279506.41668,10952645581.8854,,
1986-02-01,,10197163929.6993,10372414305.791,,
1986-03-01,,9852835011.00694,11015592266.3681,,
1986-04-01,,11089991628.9058,11165738669.8407,,
1986-05-01,,9995083426.90609,11155505776.001,,
1986-06-01,,11128206374.4236,11141720465.2797,,
1986-07-01,,10997033237.7973,11563664019.3919,,
1986-08-01,,9211677871.89157,11004141383.6651,,
1986-09-01,,9789380161.0304,11327740313.2199,,
1986-10-01,,9950746856.84757,11998181104.3812,,
1986-11-01,,10116912099.5971,10619527139.9227,,
1986-12-01,,10028165947.4897,11296092610.2887,,
1987-01-01,,10245217837.0706,11287911189.9716,,
1987-02-01,,9617848425.78916,10456610399.4871,,
1987-03-01,,10129673962.1966,11243085133.4466,,
1987-04-01,,11882186606.54,11967724337.474,,
1987-05-01,,9508584565.17293,10861284917.1564,,
1987-06-01,,9977648009.54899,11572235785.6975,,
1987-07-01,,9720998948.80152,11863457010.0786,,
1987-08-01,,10255382106.2387,11310132702.8487,,
1987-09-01,,10553122608.7183,11585321843.3257,,
1987-10-01,,10260834053.7682,11921836168.8799,,
1987-11-01,,10365516384.7801,11610148365.2542,,
1987-12-01,,10348983343.796,11672358692.6324,,
1988-01-01,,10566348909.0594,11223480971.6149,,
1988-02-01,,10046048102.6181,11493877529.2039,,
1988-03-01,,10356128293.2856,11627540932.835,,
1988-04-01,,8602826290.23118,11334872961.3868,,
1988-05-01,,11341924926.7285,12246439038.8504,,
1988-06-01,,10246146257.2614,12149583889.5302,,
1988-07-01,,10244952549.4822,11678280232.5011,,
1988-08-01,,9927117190.40981,12364852190.8015,,
1988-09-01,,10676054051.4818,12154215906.4561,,
1988-10-01,,10538927588.6616,12078264703.2007,,
1988-11-01,,9268089366.88986,12020940395.7676,,
1988-12-01,,10517645665.7246,10554105190.8639,,
1989-01-01,,10775053571.0785,12172961972.8784,,
1989-02-01,,11645540750.6539,12459041220.9696,,
1989-03-01,,11403041361.9044,12076342282.4048,,
1989-04-01,,11197598411.4439,12598121778.8874,,
1989-05-01,,12036939700.046,12502621144.2612,,
1989-06-01,,11451237928.2237,12376995094.1897,,
1989-07-01,,11566413382.5814,12239420595.9346,,
1989-08-01,,10970648550.8826,12513117122.3725,,
1989-09-01,,11521309701.3813,11935398223.7471,,
1989-10-01,,11529070305.543,12513179062.0181,,
1989-11-01,,11579549392.5458,13011699281.248,,
1989-12-01,,11870282339.5218,11586318708.6041,,
1990-01-01,,11120313255.3189,13445453490.8713,,
1990-02-01,,11603422814.5145,13148760997.8206,,
1990-03-01,,11661593797.2945,12707129204.8316,,
1990-04-01,,12868472069.6785,12740126656.1003,,
1990-05-01,,11411319491.0527,12723071175.7002,,
1990-06-01,,11554848587.1181,12905451938.1747,,
1990-07-01,,12367456340.5262,16030749063.8357,,
1990-08-01,,12585874650.3686,13372779713.0406,,
1990-09-01,,11883606704.0993,13065691575.3716,,
1990-10-01,,12761646995.2664,13369792307.0098,,
1990-11-01,,12587147226.5385,13560848311.6692,,
1990-12-01,,27196273163.2501,44955591487.6598,,
1991-01-01,23245670583.5977,13097840419.7854,16998915819.3684,,
1991-02-01,23810969284.0218,13297537930.9594,16555042505.5682,,
1991-03-01,24086226461.6833,13446614416.4755,19887893153.3777,61284882904.2493,53486933954.6402
1991-04-01,24442981742.819,14381121664.0083,17625428588.9697,,
1991-05-01,25362620745.2825,14226263045.1045,17076977163.2421,,
1991-06-01,25856022762.8172,14155876890.3735,14944240387.7739,60842528778.4799,56617156501.1413
1991-07-01,27188465753.0517,14833623556.5626,16386078194.2344,,
1991-08-01,27160486187.2914,15506793462.012,16918058307.7022,,
1991-09-01,27787184771.4031,15876446232.79,16260215930.3321,61759777251.8895,59199556000.0064
1991-10-01,28066398409.3035,15553748487.5476,18915564506.5636,,
1991-11-01,27231980089.7179,16167145525.4092,16132185442.4795,,
1991-12-01,28506161474.4272,16415078939.7571,17322849793.483,62976687712.7762,60213043173.4043
1992-01-01,28746358166.6925,15833762177.6601,17161548693.9792,,
1992-02-01,28676187751.6078,16736631898.9351,17283791417.1765,,
1992-03-01,29348638157.1877,16863598923.4752,17325444485.2341,65128140914.2335,62001815547.5255
1992-04-01,28962597147.5961,16572459282.8878,17109441767.4781,,
1992-05-01,28981442873.495,17211567482.5012,18228574468.7846,,
1992-06-01,29217137761.7614,17218180996.3493,17496389997.6749,66988217016.8315,63520972854.5038
1992-07-01,29304416904.048,16722214337.9742,17811302568.1134,,
1992-08-01,29340593087.7033,17203705103.0069,17628509000.139,,
1992-09-01,29119334663.7732,16602644082.0138,19583946452.8327,68162682615.7185,64473422824.1116
1992-10-01,29045457399.6095,14788799526.3992,18533346021.7655,,
1992-11-01,29179708602.4472,16653024896.1705,18484065089.461,,
1992-12-01,28701816739.7287,15970507728.9869,21112948155.2249,69562543556.9728,64755043637.2142
1993-01-01,28676405048.774,16956748328.4825,17586924866.1689,,
1993-02-01,29346951786.4172,16148396613.23,18797304514.5333,,
1993-03-01,29025661678.8403,16234576843.1649,19564875110.8524,69048662779.098,64627823070.3798
1993-04-01,29502479948.2447,16055254767.0934,19349290076.2403,,
1993-05-01,29375060552.1024,16177665003.5803,18504651746.0688,,
1993-06-01,30018627458.557,17142162413.3648,19502820512.4393,70714072150.6974,65609925833.5811
1993-07-01,29016533192.3317,15152912746.6871,20309572707.0969,,
1993-08-01,30072715594.822,16851919232.6239,19698818583.3474,,
1993-09-01,30654418789.9361,17292679044.437,19889884188.6901,71443377685.4023,66527769600.3074
1993-10-01,30012361541.9711,17054679820.7832,19650805366.3584,,
1993-11-01,30908626744.8121,17064764246.192,20400564091.5854,,
1993-12-01,29773720741.3093,17014274962.8536,20358730697.9922,71809088183.8786,67860742964.7492
1994-01-01,31108897791.0403,18406796529.141,19903212591.3014,,
1994-02-01,33804510945.1703,18728580989.1589,20536280254.7051,,
1994-03-01,31507860193.5668,19697250561.5409,20660897740.8481,72950369985.5862,69777906075.5032
1994-04-01,32236670816.5291,17825752431.7424,19244260758.1383,,
1994-05-01,31550293396.3584,18057735691.5425,19846938139.8543,,
1994-06-01,29194428643.2456,18260473345.2848,20662283971.3507,73264711877.5274,69933860942.1304
1994-07-01,31318283367.9304,16809303309.4099,18678379792.7942,,
1994-08-01,31036937608.7469,17759826884.3422,19763875398.6922,,
1994-09-01,30766839971.2953,16980577073.2123,20503779814.1954,74318445556.8611,69466378514.3149
1994-10-01,31320577979.4615,18567460988.4399,18975829620.1591,,
1994-11-01,30932930936.7956,17674495187.1218,18632222278.9029,,
1994-12-01,31105611268.4674,16755969781.7179,23444100964.5807,75433485684.3033,71056721960.2053
1995-01-01,32762436115.1257,17387194671.2415,16691844141.0654,,
1995-02-01,34423669999.9546,18888200948.7808,19257784405.4052,,
1995-03-01,31659579634.9888,16308661377.717,22577275322.992,111739495675.491,71637740248.7337
1995-04-01,31682139699.4106,15348753910.4468,16854602949.649,,
1995-05-01,32911693922.8427,18751558198.3274,16099573155.5892,,
1995-06-01,31693778019.3933,16170323372.2714,25002836536.5608,76849314945.5285,72044324625.8495
1995-07-01,32940720862.756,21546440871.967,20907247012.4772,,
1995-08-01,33016704263.4527,17039544758.9659,20422506589.1071,,
1995-09-01,32291119643.5093,17311719762.9659,20425608010.0549,82846948843.2973,72862495735.5412
1995-10-01,33129107143.4679,20453738988.204,19439131018.2905,,
1995-11-01,32961505725.7918,17103965072.6613,21104194515.5163,,
1995-12-01,32098824671.307,16374814269.5245,19988945596.0559,78498636339.1648,73337467894.1117
1996-01-01,31768543625.8076,16142086988.1083,18152163530.0362,,
1996-02-01,34342186058.0373,16542037687.7675,20146391570.8781,,
1996-03-01,31688720866.7393,16587368116.7898,18091617186.7622,78424661080.0902,73308620764.0167
1996-04-01,31277340413.4204,16353896370.7912,19637574737.6681,,
1996-05-01,30911471652.2995,15016944349.1403,21100149775.6406,,
1996-06-01,31703239597.5433,15336079999.7774,18170792321.7866,79669266471.8174,73231178030.3405
1996-07-01,30972914124.5907,16071133211.8822,19448337929.319,,
1996-08-01,32423629066.7343,16730961676.2714,19373036890.113,,
1996-09-01,31362147889.6423,16526636822.3088,18775594851.0677,80033317182.9637,74261104820.318
1996-10-01,31513522213.276,16047965621.8642,20847366698.5517,,
1996-11-01,31745363608.112,15391532473.886,19318894001.2837,,
1996-12-01,31732487169.2452,15600959329.272,20502898448.7344,80660764734.6647,74254963185.5486
1997-01-01,31618183322.5469,15092510434.825,19505383086.3714,,
1997-02-01,31331951003.417,15420185461.384,18355064872.315,,
1997-03-01,31459993608.2345,15943475810.0982,19841798985.3479,80092241452.8908,74595313352.3023
1997-04-01,30795686963.0047,16008119151.5496,20058146951.0398,,
1997-05-01,31170579429.7454,15672771333.2791,19740443070.6802,,
1997-06-01,31258907216.6915,16181541026.2286,18685859871.687,80333119584.1237,74386276682.5813
1997-07-01,31507350891.8247,16812055105.2927,18240369769.6861,,
1997-08-01,30763237659.8708,15686933607.3152,17676440973.2234,,
1997-09-01,31671826103.79,15233959373.0982,18443706721.3599,80111898767.3474,75239360861.4972
1997-10-01,31457556483.8334,15182667781.769,18593978667.9109,,
1997-11-01,31137250397.0198,17138340223.9135,17897473252.3362,,
1997-12-01,32566780879.7482,17152700293.936,19629150430.8894,79442577540.1522,75512219091.6344
1998-01-01,31918925345.4113,19618818752.4199,19417850484.3554,,
1998-02-01,31861912711.2753,15451313089.9726,19450684036.5022,,
