date,FISCAL_REV,FISCAL_EXP,GDP_REAL,GDP_DEFLATOR,CPI_HEADLINE,CPI_CORE,IP_EX_CONSTR,ORDERS_IND,RETAIL_SALES,CAR_REG,CAPU_MANU,YIELD_10Y
2018-10-01,,,,,98.8,98.2,111.8,96.6,89.5,259139.0,,0.4640909090909091
2018-11-01,,,,,99.0,98.3,112.9,95.4,89.7,270996.0,,0.38090909090909086
2018-12-01,400705.0,396382.0,104.8,96.34,98.7,98.3,101.9,97.2,89.0,278086.0,87.1,0.2523529411764706
2019-01-01,,,,,98.6,98.4,99.9,93.7,91.1,298460.0,,0.2168181818181818
2019-02-01,,,,,98.7,98.6,103.3,90.3,92.1,301570.0,,0.126
2019-03-01,374279.0,364128.0,104.02,,98.9,98.8,116.5,91.6,90.5,295604.0,86.0,0.06333333333333334
2019-04-01,,,,,99.3,99.0,104.4,91.4,92.0,293468.0,,0.0125
2019-05-01,,,,,99.5,99.0,104.4,89.6,90.5,298962.0,,-0.08272727272727273
2019-06-01,396149.0,374547.0,102.76,,99.5,99.1,107.3,91.3,93.3,303479.0,85.1,-0.2673684210526316
2019-07-01,,,,,99.5,99.3,105.0,90.8,92.0,307883.0,,-0.3352173913043478
2019-08-01,,,,,99.7,99.4,97.6,90.1,92.6,366066.0,,-0.6172727272727273
2019-09-01,383954.0,376860.0,104.97,,99.8,99.5,109.0,91.9,92.9,257635.0,84.0,-0.5771428571428571
2019-10-01,,,,,99.8,99.7,106.9,91.4,91.6,294802.0,,-0.4531818181818182
2019-11-01,,,,,100.0,99.8,110.7,89.9,92.5,307714.0,,-0.3333333333333333
2019-12-01,420725.0,414516.0,105.47,98.27,100.2,100.0,96.3,88.8,93.0,314558.0,83.2,-0.28
2020-01-01,,,,,100.2,99.8,97.5,93.8,94.5,278887.0,,-0.2677272727272727
2020-02-01,,,,,100.3,100.0,102.1,91.6,95.9,271793.0,,-0.43499999999999994
2020-03-01,380006.0,379067.0,102.41,,100.2,100.0,102.3,77.3,92.5,174494.0,83.1,-0.5254545454545455
2020-04-01,,,,,100.2,100.2,73.1,56.2,88.9,114910.0,,-0.437
2020-05-01,,,,,100.2,100.2,81.0,63.1,99.4,163348.0,,-0.506
2020-06-01,358149.0,429049.0,91.66,,100.4,100.3,93.8,81.2,98.4,190248.0,69.7,-0.40095238095238095
2020-07-01,,,,,99.6,99.6,94.3,85.1,98.4,290028.0,,-0.4665217391304348
2020-08-01,,,,,99.7,99.9,87.5,88.6,100.9,299948.0,,-0.4766666666666667
2020-09-01,369851.0,438275.0,101.62,,99.6,99.8,100.9,91.5,99.1,271639.0,74.8,-0.4904545454545454
2020-10-01,,,,,99.8,100.0,103.4,94.6,101.7,283429.0,,-0.5740909090909091
2020-11-01,,,,,99.9,100.2,108.0,96.5,102.2,290348.0,,-0.5785714285714286
2020-12-01,410605.0,470247.0,104.31,100.0,100.0,100.2,96.1,94.9,98.6,317536.0,81.6,-0.584
2021-01-01,,,,,101.4,101.2,95.1,93.7,89.0,205863.0,,-0.534
2021-02-01,,,,,101.7,101.4,97.1,96.3,93.4,215972.0,,-0.397
2021-03-01,385162.0,458939.0,101.69,,102.1,101.6,110.0,99.5,101.2,228699.0,82.1,-0.31565217391304345
2021-04-01,,,,,102.2,101.6,100.0,102.3,96.2,221201.0,,-0.2725
2021-05-01,,,,,102.4,101.8,97.9,97.7,100.3,225155.0,,-0.163
2021-06-01,414086.0,455325.0,102.67,,102.8,102.2,99.9,103.8,105.1,227881.0,85.0,-0.20136363636363636
2021-07-01,,,,,103.2,102.6,99.9,108.2,100.2,226138.0,,-0.34454545454545454
2021-08-01,,,,,103.5,102.8,88.2,97.3,102.5,222125.0,,-0.4645454545454546
2021-09-01,413525.0,441363.0,104.48,,103.7,102.9,99.4,100.3,100.3,203591.0,86.1,-0.30772727272727274
2021-10-01,,,,,104.2,103.1,102.1,95.4,102.7,192194.0,,-0.14952380952380953
2021-11-01,,,,,104.7,103.5,106.4,98.6,103.3,195144.0,,-0.2545454545454545
2021-12-01,492560.0,500561.0,106.81,102.69,104.9,103.9,96.0,100.1,103.1,219742.0,85.8,-0.3280952380952381
2022-01-01,,,,,105.6,103.9,94.6,103.6,106.2,216755.0,,-0.05904761904761905
2022-02-01,,,,,106.2,104.2,98.7,101.2,106.6,223750.0,,0.1895
2022-03-01,430688.0,437767.0,105.77,,108.0,104.5,104.4,95.9,106.7,188861.0,86.0,0.3173913043478261
2022-04-01,,,,,108.6,105.0,96.7,95.5,105.5,181520.0,,0.7757894736842106
2022-05-01,,,,,109.6,105.6,96.7,94.6,106.2,188075.0,,0.9890909090909091
2022-06-01,444190.0,447244.0,104.2,,109.6,105.6,101.1,94.5,106.9,193833.0,85.0,1.4904761904761905
2022-07-01,,,,,110.1,106.1,99.0,96.8,108.2,204304.0,,1.1690476190476191
2022-08-01,,,,,110.6,106.5,90.9,94.0,107.6,221321.0,,1.087391304347826
2022-09-01,419227.0,453830.0,106.17,,112.6,107.6,104.6,91.0,110.2,234038.0,85.1,1.8204545454545453
2022-10-01,,,,,113.4,108.1,101.9,92.7,108.7,234960.0,,2.2076190476190476
2022-11-01,,,,,114.0,108.8,107.0,89.0,109.4,255203.0,,2.079090909090909
2022-12-01,485995.0,568533.0,107.02,109.28,113.4,109.3,93.4,90.2,108.6,298820.0,85.0,2.0952380952380953
2023-01-01,,,,,114.8,109.8,92.7,89.1,108.8,203318.0,,2.227272727272727
2023-02-01,,,,,115.4,110.2,99.1,93.3,109.8,233190.0,,2.3995
2023-03-01,441677.0,497001.0,105.74,,116.0,110.6,108.4,85.0,108.6,221087.0,84.3,2.4
2023-04-01,,,,,116.4,111.1,97.1,85.0,110.0,213734.0,,2.3777777777777778
2023-05-01,,,,,116.3,111.3,97.1,89.7,111.6,233969.0,,2.3563636363636364
2023-06-01,476206.0,477325.0,103.04,,116.6,111.7,99.2,96.6,112.6,232784.0,84.1,2.3922727272727276
2023-07-01,,,,,116.8,111.9,96.1,85.6,111.8,241250.0,,2.486666666666667
2023-08-01,,,,,117.4,112.4,88.6,87.9,110.8,305754.0,,2.5730434782608698
2023-09-01,457132.0,473272.0,104.77,,117.7,112.7,99.7,86.4,110.6,243760.0,83.2,2.684285714285714
2023-10-01,,,,,117.6,112.8,97.7,84.7,111.9,236581.0,,2.8495454545454546
2023-11-01,,,,,117.6,112.9,101.8,85.3,111.5,239590.0,,2.6290909090909094
2023-12-01,522065.0,539941.0,105.92,116.59,117.6,113.1,89.3,95.3,111.1,245502.0,82.1,2.124736842105263
2024-01-01,,,,,118.0,113.5,88.0,83.6,111.3,239442.0,,2.223181818181818
2024-02-01,,,,,118.3,113.9,93.0,84.3,111.4,236674.0,,2.3576190476190475
2024-03-01,459896.0,488106.0,104.57,,118.6,114.3,102.7,83.3,112.6,232802.0,80.9,2.3585000000000003
2024-04-01,,,,,118.9,114.4,93.2,83.3,112.8,229421.0,,2.455238095238095
2024-05-01,,,,,119.1,114.7,89.4,82.2,112.8,230661.0,,2.526818181818182
2024-06-01,490668.0,509446.0,102.74,,119.3,115.0,95.3,86.5,112.1,259556.0,79.7,2.495
2024-07-01,,,,,119.5,115.2,90.9,88.8,113.2,218987.0,,2.486521739130435
2024-08-01,,,,,119.6,115.5,85.6,83.7,115.0,228011.0,,2.229545454545455
2024-09-01,485912.0,525189.0,104.58,,119.6,115.7,95.5,89.1,116.4,227413.0,77.9,2.182380952380952
2024-10-01,,,,,120.1,116.0,93.6,88.9,115.9,240309.0,,2.2430434782608693
2024-11-01,,,,,120.2,116.3,99.0,84.0,116.7,246003.0,,2.3190476190476192
2024-12-01,594406.0,610483.0,105.5,120.22,120.7,116.9,86.6,88.8,115.9,234874.0,76.8,2.1966666666666668
2025-01-01,,,,,120.8,116.8,86.9,86.9,117.4,237889.0,,2.5254545454545454
2025-02-01,,,,,121.0,117.0,90.0,85.7,117.8,226791.0,,2.4395
2025-03-01,495530.0,518920.0,104.65,,121.2,117.3,103.8,87.2,118.2,219381.0,76.8,2.7738095238095237
2025-04-01,,,,,121.5,117.7,91.1,87.8,119.1,238274.0,,2.5435
2025-05-01,,,,,121.5,117.9,90.6,85.9,117.9,228049.0,,2.583809523809524
2025-06-01,511840.0,524578.0,102.71,,121.7,118.1,94.0,86.8,119.6,230034.0,76.9,2.5376190476190477
2025-07-01,,,,,122.0,118.3,91.9,84.5,119.2,243260.0,,2.6691304347826086
2025-08-01,,,,,122.2,118.6,82.8,83.2,118.8,248238.0,,2.701904761904762
2025-09-01,500009.0,550186.0,104.94,,122.5,118.9,95.1,87.4,119.0,247527.0,77.1,2.713181818181818
2025-10-01,,,,,122.8,119.3,94.1,88.5,119.7,257370.0,,2.6382608695652174
2025-11-01,,,,,123.0,119.4,99.4,93.2,119.3,253924.0,,2.6765
2025-12-01,562369.0,606150.0,106.04,123.86,123.0,119.6,87.4,98.5,119.8,247338.0,77.8,2.829473684210526
2026-01-01,,,,,123.3,119.8,85.9,87.2,120.4,230955.0,,2.8595238095238096
2026-02-01,,,,,123.4,119.9,89.9,88.6,120.1,239306.0,,2.7805
2026-03-01,,,105.15,,124.4,120.2,99.5,92.6,120.8,242183.0,77.7,2.9272727272727277
2026-04-01,,,,,124.9,120.4,90.1,89.6,120.8,244765.0,,3.02
2026-05-01,,,,,124.8,120.9,89.9,91.3,121.7,246697.0,,3.0475000000000003
2026-06-01,,,,,124.5,121.0,,,,247150.0,78.4,2.9600000000000004
2026-07-01,,,,,,,,,,,,3.0765000000000002
