date,REV_GG_TAX_TOTAL,REV_CG_TOTAL,EXP_CG_TOTAL,EXP_GG_SA_TOTAL,REV_GG_SA_TOTAL,IFO_BIZCLIMATE,GDP_DEFLATOR,GDP_REAL,HICP_TOTAL,IP_TOTAL,RETAIL_TURNOVER,AUTO_SALES,BUND_YIELD_10Y
1988-09-01,,11954599015.0,10664688861.0,,,,,,,,,253254.0,6.56
1988-10-01,,8839999742.0,11997571157.0,,,,,,,,,217357.0,6.24
1988-11-01,,7806670479.0,13030843663.0,,,,,,,,,212824.0,6.43
1988-12-01,,17621562952.0,10808234459.0,,,,,,,,,224398.0,6.56
1989-01-01,,8115977469.0,15659666041.0,,,,,,,,,187748.0,6.57
1989-02-01,,10150575773.0,11830180298.0,,,,,,,,,213495.0,6.93
1989-03-01,,12141052920.0,11403009229.0,,,,,,,,,306527.0,6.95
1989-04-01,,11934947119.0,12382113275.0,,,,,,,,,294072.0,6.81
1989-05-01,,9752046666.0,11738957649.0,,,,,,,,,248036.0,6.96
1989-06-01,,12833830122.0,11629596345.0,,,,,,,,,281807.0,6.7
1989-07-01,,11003857081.0,12445986025.0,,,,,,,,,225429.0,6.61
1989-08-01,,9683862180.0,11936721606.0,,,,,,,,,193059.0,6.81
1989-09-01,,12740614421.0,10573679271.0,,,,,,,,,209580.0,6.98
1989-10-01,,9851035387.0,12450479947.0,,,,,,,,,245783.0,7.07
1989-11-01,,9821430162.0,14058106740.0,,,,,,,,,214184.0,7.28
1989-12-01,,19870879513.0,12053272265.0,,,,,,,,,212020.0,7.25
1990-01-01,,8287927911.000001,17072825318.0,,,,,,,,,213265.0,7.69
1990-02-01,,10274172998.0,12540487400.0,,,,,,,,,221428.0,8.64
1990-03-01,,12363348028.0,12035721049.0,,,,,,,,,312963.0,8.41
1990-04-01,,13601788958.0,12477910124.0,,,,,,,,,277071.0,8.78
1990-05-01,,9456602901.0,12011231315.999992,,,,,,,,,286364.0,8.67
1990-06-01,,12725237500.000008,11960537146.000008,,,,,,,,,259254.0,8.68
1990-07-01,,11692943727.999992,16299541199.0,,,,,,,,,271801.0,8.47
1990-08-01,,11267872585.0,12695089152.0,,,,,,,,,224088.0,8.87
1990-09-01,,12990926096.0,11753752425.0,,,,,,,,,216726.0,9.11
1990-10-01,,11071720534.0,13257778118.999985,,,,,,,,,296507.0,8.99
1990-11-01,,10738179750.0,14657333509.000015,,,,,,,,,262569.0,8.86
1990-12-01,,45328241540.0,47618784976.0,,,,,,,,,198747.0,8.97
1991-01-01,19486765210.0,9717318956.0,21261185947.0,,,,,,,79.0,,319748.0,8.64
1991-02-01,21154906101.0,11929393277.0,15830935137.0,,,,,,,76.9,,342725.0,8.29
1991-03-01,27242296110.0,14176242799.0,18951998973.0,58504333333.333336,50354666666.666664,,63.15,68.12,,80.7,,444576.0,8.51
1991-04-01,19500161057.0,15084010048.0,17070037890.0,,,,,,,82.1,,442732.0,8.37
1991-05-01,21880684927.0,12008043607.0,16155108593.0,,,,,,,75.8,,427935.0,8.27
1991-06-01,30590746640.0,15449610920.0,13696158481.0,57784666666.666664,57109666666.666664,,65.02,68.89,,82.1,,430947.0,8.49
1991-07-01,24591605610.0,13931151354.0,16732290232.0,,,,,,,78.0,,552865.0,8.68
1991-08-01,24482904956.0,14088582308.0,15931860293.0,,,,,,,70.1,,165040.0,8.41
1991-09-01,31688081275.0,17055846650.0,15052673780.0,60813000000.0,57006666666.666664,,65.57,69.67,,80.7,,233290.0,8.38
1991-10-01,23115812724.0,13740691560.000015,18694380480.0,,,,,,,85.9,,293570.0,8.38
1991-11-01,23280346451.0,13897613100.999985,17404923304.0,,,,,,,82.8,,272966.0,8.3
1991-12-01,47688858439.0,27142202079.0,18640398539.0,69798666666.66667,65400666666.666664,,67.76,71.58,,76.1,,232280.0,8.05
1992-01-01,24162887368.0,11825486862.0,21064618501.0,,,,,,,77.3,,328666.0,7.9
1992-02-01,25452109846.0,15131953040.0,16469901777.0,,,,,,,78.8,,316802.0,7.86
1992-03-01,33102007843.0,17588480851.0,16592913487.0,62277000000.0,58481333333.333336,,66.98,70.58,,84.9,,425922.0,8.06
1992-04-01,23243584565.0,17285682598.0,16446568698.0,,,,,,,79.8,,401095.0,8.03
1992-05-01,25043025212.0,14820166222.0,17204915616.0,,,,,,,75.3,,357968.0,7.96
1992-06-01,34561797293.0,18631598392.0,15915794612.0,63974000000.0,64013666666.666664,,68.39,70.45,,79.4,,356964.0,8.05
1992-07-01,26357045346.0,15589243028.0,18407453509.0,,,,,,,75.7,,352270.0,8.2
1992-08-01,26412571645.0,15760779645.0,16439152427.0,,,,,,,67.5,,230724.0,7.89
1992-09-01,33082118589.0,17634621975.0,18610608081.0,67205000000.0,61984666666.666664,,69.32,71.66,,82.0,,280111.0,7.5
1992-10-01,23979998262.0,13263107364.0,18257977538.0,,,,,,,83.0,,301522.0,7.38
1992-11-01,24995884100.0,14450914277.0,19993108604.0,,,,,,,79.6,,285730.0,7.33
1992-12-01,48180772358.0,26296180987.0,23005263018.0,76436666666.66667,70413333333.33333,,70.77,73.26,,73.9,,291784.0,7.19
1993-01-01,24298584233.0,12753928307.0,21199123532.0,,,,,,,65.8,,238246.0,7.07
1993-02-01,25985182761.0,14630450081.0,17864560201.0,,,,,,,68.8,,238406.0,6.68
1993-03-01,32477055777.0,16757193083.0,18648057289.0,66084333333.333336,61112333333.333336,,69.93,69.16,,80.4,,364201.0,6.65
1993-04-01,23789030744.0,16685040517.0,18396065809.0,,,,,,,71.6,,339769.0,6.78
1993-05-01,25509732441.0,14123605985.0,17538175742.0,,,,,,,68.3,,282038.0,6.82
1993-06-01,35353277125.0,18353497512.0,17593010108.0,67772000000.0,65956000000.0,,71.3,70.22,,74.8,,286140.0,6.63
1993-07-01,25940802626.0,14083553962.0,21280845429.000015,,,,,,,67.0,,267233.0,6.51
1993-08-01,27025866256.0,15484435246.0,18216204123.999985,,,,,,,65.7,,210452.0,6.18
1993-09-01,34586492691.0,18225620003.0,19313934016.0,70475000000.0,63849000000.0,,71.67,71.6,,77.5,,255602.0,6.06
1993-10-01,24952731066.0,15505014215.0,19423680433.0,,,,,,,76.1,,252567.0,5.88
1993-11-01,26554813046.0,14931010923.0,22125307380.0,,,,,,,77.0,,229204.0,5.86
1993-12-01,50402182194.0,28116870501.0,22296894090.0,78726000000.0,73921666666.66667,,72.97,73.16,,74.5,,230336.0,5.54
1994-01-01,26664996447.0,13894697812.0,23740876098.0,,,,,,,66.6,81.8,249211.0,5.68
1994-02-01,29675022880.0,16864906648.0,19326360438.0,,,,,,,69.5,81.1,243597.0,6.23
1994-03-01,34932535036.0,20018493112.0,19480969535.0,69879666666.66667,66180000000.0,,71.81,71.01,,80.9,95.3,372668.0,6.29
1994-04-01,26009417996.0,18532640244.0,18274427971.0,,,,,,,71.4,86.2,288821.0,6.63
1994-05-01,27469156317.0,15962586553.0,18926156003.0,,,,,,,72.4,86.4,305228.0,6.93
1994-06-01,34173931272.0,19322475015.0,18468416761.0,70426333333.33333,70028333333.33333,,72.4,72.09,,77.6,83.2,303772.0,6.91
1994-07-01,27894704550.0,15745273995.0,19919366582.0,,,,,,,68.9,83.2,254177.0,6.91
1994-08-01,27873639324.0,16168013322.0,18092319435.0,,,,,,,68.4,83.1,199537.0,7.21
1994-09-01,34416181365.0,17761162025.0,19979325825.0,73287000000.0,66626666666.666664,,73.01,73.4,,80.0,86.7,255486.0,7.6
1994-10-01,26351114361.0,16874923061.0,18850488688.0,,,,,,,77.3,87.1,246818.0,7.63
1994-11-01,26594335909.0,15594617095.0,20298749308.0,,,,,,,80.9,91.5,245965.0,7.34
1994-12-01,53353052157.0,28327480631.0,25587249965.0,82412333333.33333,77594666666.66667,,74.2,75.49,,77.9,110.3,243944.0,7.59
1995-01-01,28423380355.0,13110545707.0,20134040439.0,,,,,,,71.1,83.4,246560.0,7.42
1995-02-01,29828768349.0,16758911646.0,17987841996.0,,,,,,,71.7,82.3,241142.0,7.34
1995-03-01,34712986302.0,16309071375.0,20951772417.0,108559333333.33333,67993333333.333336,,72.94,72.64,,83.5,92.2,360744.0,7.18
1995-04-01,25374240092.0,15996205926.0,15935347894.0,,,,,,,70.6,88.8,297329.0,7.03
1995-05-01,28636128907.0,16651576267.0,15400669079.0,,,,,,,77.3,91.2,321607.0,6.7
1995-06-01,36939764703.0,16855388059.0,22145796006.0,74147333333.33333,71911666666.66667,,73.77,73.49,,76.6,84.9,326766.0,6.93
1995-07-01,29385376030.0,20433541750.0,22634416200.0,,,,,,,70.4,84.3,268387.0,6.76
1995-08-01,29526185814.0,15339594939.0,18604275583.0,,,,,,,69.1,85.7,216764.0,6.71
1995-09-01,36146699867.0,17887703442.0,19822229296.0,81783333333.33333,69961333333.33333,,74.58,74.61,,78.4,87.0,272191.0,6.6
1995-10-01,28103158250.0,18483224122.0,19501708103.0,,,,,,,77.1,87.1,267454.0,6.45
1995-11-01,28213597296.0,15183804442.0,23055194572.0,,,,,,,81.6,93.1,262242.0,6.16
1995-12-01,56039072926.0,28731136669.0,21402797935.0,85352666666.66667,80213000000.0,,75.48,76.36,,72.7,107.1,232875.0,6.02
1996-01-01,27711917702.0,12173225789.0,22574806502.0,,,,,,57.0,71.6,84.5,275607.0,5.92
1996-02-01,29160151956.0,14308872935.0,18582184313.0,,,,,,57.3,72.8,83.4,266700.0,6.38
1996-03-01,34401456159.0,16189010507.0,16495332709.0,75328000000.0,69468666666.66667,,73.86,72.87,57.4,77.8,88.9,375378.0,6.43
1996-04-01,24971342090.0,17113045906.0,18534938228.0,,,,,,57.3,73.9,90.2,421201.0,6.35
1996-05-01,26649350915.0,13352621011.0,20148021467.0,,,,,,57.4,73.9,88.4,338790.0,6.51
1996-06-01,37067127511.0,15787526505.0,15993247956.0,77052666666.66667,73094666666.66667,,74.08,74.01,57.5,73.9,81.5,316540.0,6.5
1996-07-01,27732062603.0,15445729432.0,21435040839.0,,,,,,57.6,74.8,86.5,304959.0,6.37
1996-08-01,28722639493.0,14779533416.0,17631820556.0,,,,,,57.5,68.2,84.8,228316.0,6.39
1996-09-01,35483503167.0,17009392533.999985,18013867537.0,78962666666.66667,71318333333.33333,,74.66,75.7,57.5,78.8,84.3,328624.0,6.09
1996-10-01,26777429531.0,14288074540.000015,21070888638.0,,,,,,57.5,80.8,89.4,285918.0,6.0
1996-11-01,26864195763.0,13691442174.0,21193932453.0,,,,,,57.4,80.5,92.1,260066.0,5.62
1996-12-01,56372486361.0,28642573633.0,21245039805.0,87234000000.0,81306000000.0,,75.58,77.3,57.6,72.2,104.6,232997.0,5.77
1997-01-01,27710025922.0,11325193872.0,25282603386.0,,,,,,58.0,71.5,85.2,266069.0,5.69
1997-02-01,26013457202.0,13013742220.0,16822731220.0,,,,,,58.2,71.9,78.8,259584.0,5.79
1997-03-01,33629916711.000004,15174830081.0,17717540114.0,77295000000.0,70472000000.0,,73.85,72.98,58.2,75.0,86.0,343427.0,6.18
1997-04-01,24683842665.0,16641032716.0,18790445257.0,,,,,,58.0,81.2,90.6,350773.0,6.12
1997-05-01,26688362485.0,13951428908.0,18830657879.0,,,,,,58.2,70.7,86.2,292660.0,6.24
1997-06-01,36783360517.0,16609713110.0,16306859038.0,77684000000.0,74483000000.0,,74.05,75.96,58.3,81.2,81.9,344194.0,5.96
1997-07-01,28424505197.0,16273894307.0,20498793374.000015,,,,,,58.5,79.7,85.2,326394.0,5.76
1997-08-01,26894208597.0,13667971640.0,16114825059.999985,,,,,,58.6,67.0,78.6,243320.0,5.93
1997-09-01,36422286191.0,15738228983.0,17478052852.0,79077333333.33333,72139666666.66667,,74.92,76.93,58.4,82.7,83.9,277608.0,5.72
1997-10-01,26558545477.0,13322553282.0,18942399269.0,,,,,,58.3,84.3,89.5,308505.0,5.79
1997-11-01,26045003911.0,15126127260.0,19729724225.0,,,,,,58.3,82.6,87.4,250698.0,5.7
1997-12-01,58641753118.0,32643515030.0,19435010052.0,85630333333.33334,82741666666.66667,,75.77,78.59,58.4,77.0,104.1,264956.0,5.48
1998-01-01,27954781346.0,14784409817.0,26383303575.0,,,,,,58.4,73.4,83.6,261646.0,5.23
1998-02-01,26056559108.0,12807263716.0,17632894729.0,,,,,,58.6,75.7,78.5,280249.0,5.09
1998-03-01,34247812949.0,14937194914.0,17546466602.0,78731666666.66667,71235000000.0,,74.16,76.19,58.4,87.0,88.5,435821.0,5.06
1998-04-01,26686572964.0,12494652430.0,17523816983.0,,,,,,58.5,80.0,88.7,299220.0,5.25
1998-05-01,27851756032.0,19360688578.0,17527721000.0,,,,,,58.7,77.0,85.7,318830.0,5.07
1998-06-01,38661488984.0,16775045974.0,21135487662.0,78155666666.66667,77493000000.0,,74.81,76.74,58.8,81.5,80.2,343477.0,5.0
1998-07-01,30149450617.0,16553029823.0,20732883939.0,,,,,,59.0,83.0,86.6,323079.0,4.83
1998-08-01,28403951264.0,14527516560.0,18327234745.0,,,,,,58.9,71.1,79.8,256002.0,4.43
1998-09-01,39028443167.0,15963952987.0,18363161601.0,80708666666.66667,73390666666.66667,,75.38,78.88,58.7,85.2,84.2,302567.0,4.18
1998-10-01,28222902809.0,14691224885.0,19724667603.0,,,,,,58.6,86.1,88.8,327296.0,4.37
1998-11-01,27632002781.0,17061877191.0,22024773533.0,,,,,,58.6,85.3,90.0,297152.0,4.2
1998-12-01,61369955466.0,34721872770.0,16696764836.0,87934666666.66666,85551333333.33333,,76.31,80.66,58.6,78.5,106.1,290648.0,4.1
1999-01-01,30255700000.0,13859841468.0,28154676013.0,,,,,,58.5,71.6,81.2,273341.0,3.85
1999-02-01,27315500000.0,13804164596.0,18091931235.0,,,,,,58.6,75.0,78.7,269260.0,4.22
1999-03-01,35097300000.0,16241835673.0,16870680969.0,81198666666.66667,74593000000.0,,75.01,77.9,58.7,88.4,92.4,429896.0,4.25
1999-04-01,28794400000.0,18515216779.0,18260178845.0,,,,,,59.0,79.8,86.1,368130.0,4.05
1999-05-01,29802600000.0,14973421003.0,18609497989.0,,,,,,59.0,76.8,83.4,333676.0,4.33
1999-06-01,42315500000.0,18804247272.0,18283709773.0,80849666666.66667,81027333333.33333,,75.45,78.6,59.0,84.8,81.9,363223.0,4.76
1999-07-01,32081100000.0,16803028327.0,24375736954.0,,,,,,59.3,80.2,84.9,341045.0,4.96
1999-08-01,30995300000.0,14714509173.0,19552737569.0,,,,,,59.3,74.8,80.0,262766.0,5.14
1999-09-01,41366200000.0,20428338062.0,21248771267.0,83149000000.0,77432000000.0,,75.74,80.82,59.1,87.1,82.2,308979.0,5.34
1999-10-01,28650200000.0,16042910843.0,19283623773.0,,,,,,59.1,85.7,87.5,292985.0,5.37
1999-11-01,29907100000.0,15588665708.0,26185889459.0,,,,,,59.1,89.8,90.5,274378.0,5.33
1999-12-01,65430700000.0,40867518353.0,17951849377.0,90531666666.66667,89753000000.0,,76.21,82.51,59.4,83.5,106.0,284497.0,5.46
2000-01-01,31194900000.0,13172537987.0,30422367768.0,,,,,,59.5,75.4,79.9,234310.0,5.72
2000-02-01,30402700000.0,15805820411.0,18462600754.0,,,,,,59.6,83.0,82.6,273186.0,5.61
2000-03-01,35533400000.0,16297377685.0,17080393374.999992,82759000000.0,76568000000.0,,74.83,80.33,59.6,91.8,89.0,386127.0,5.32
2000-04-01,28614600000.0,17242925946.0,18218018238.000008,,,,,,59.6,79.1,88.4,275491.0,5.48
2000-05-01,34860200000.0,18196938203.0,19844102367.0,,,,,,59.5,90.8,91.6,351647.0,5.37
2000-06-01,46332900000.0,20828303896.0,16982301778.0,81968333333.33333,83707333333.33333,,74.88,80.8,59.8,83.2,80.5,292878.0,5.34
2000-07-01,32125600000.0,17816039858.0,24907076734.0,,,,,,60.0,83.0,82.7,276542.0,5.33
2000-08-01,30617000000.0,16071308855.999985,18511678786.0,,,,,,59.9,81.6,83.6,251320.0,5.36
2000-09-01,43271400000.0,19830868708.000015,18530236766.0,83477333333.33333,78518000000.0,,75.52,81.76,60.0,89.9,84.4,270393.0,5.31
2000-10-01,30089200000.0,15627821497.0,20552353075.0,,,,,,59.9,89.9,86.4,259474.0,5.31
2000-11-01,29600400000.0,14992122432.0,23461790150.0,,,,,,60.0,94.6,90.9,266114.0,5.14
2000-12-01,63472700000.0,34642289918.0,17431910183.0,92943666666.66667,90185333333.33333,,76.15,82.33,60.6,84.2,104.0,240861.0,4.96
2001-01-01,34389500000.0,15053691369.0,32319329884.0,,,,,,60.2,84.0,84.4,242242.0,4.89
2001-02-01,29356900000.0,15810557060.0,18016886182.0,,,,,,60.6,83.6,78.6,236150.0,4.83
2001-03-01,33691200000.0,14955877242.0,17055724083.999992,84780666666.66667,77616000000.0,,75.54,81.72,60.6,93.7,90.0,356024.0,4.82
2001-04-01,28229300000.0,18123164328.0,18529545417.000008,,,,,,60.9,82.9,88.1,295013.0,5.16
2001-05-01,31061300000.0,16211761452.0,18753723156.0,,,,,,61.1,88.0,89.5,330325.0,5.35
2001-06-01,43036000000.0,18257223576.0,17614168394.0,83754000000.0,83080000000.0,,75.75,81.72,61.2,85.4,81.9,302643.0,5.22
2001-07-01,32983900000.0,22430871169.0,25205469436.0,,,,,,61.4,84.1,83.1,277252.0,5.08
2001-08-01,31097000000.0,18406219181.0,19092175589.0,,,,,,61.2,81.6,83.6,256418.0,4.96
2001-09-01,38393900000.0,16773482252.0,17330489836.0,85493000000.0,77697000000.0,,76.68,82.96,61.1,85.7,82.0,257918.0,4.99
2001-10-01,29051100000.0,15099922193.0,21392216029.0,,,,,,60.9,89.9,87.4,284317.0,4.62
2001-11-01,28188600000.0,14409580321.0,22090550695.0,,,,,,60.8,90.4,91.9,277242.0,4.77
2001-12-01,57879400000.0,34673543028.0,15745128028.0,94715333333.33333,87482666666.66666,,77.73,84.14,61.5,76.8,102.0,226174.0,5.12
2002-01-01,33140400000.0,14331494222.0,32860489379.0,,,,,,61.5,80.9,80.0,243400.0,5.08
2002-02-01,28527100000.0,14485860828.0,19040595545.0,,,,,,61.7,79.8,75.8,233281.0,5.07
2002-03-01,30101400000.0,13423971454.0,17736346298.0,87108333333.33333,76462333333.33333,,76.99,80.59,61.8,85.3,86.2,321840.0,5.35
2002-04-01,27724700000.0,17553595265.0,18993181385.0,,,,,,61.8,87.2,86.7,304326.0,5.23
2002-05-01,31562600000.0,17247971349.0,19361850011.0,,,,,,61.8,80.9,85.4,282632.0,5.27
2002-06-01,38380600000.0,16005262418.0,18715911726.0,86201666666.66667,81780333333.33333,,76.87,81.99,61.8,86.4,79.1,308450.0,5.07
2002-07-01,32976100000.0,18336439367.0,27610850955.0,,,,,,62.0,87.0,84.3,282560.0,4.98
2002-08-01,31153800000.0,18625679524.0,18572705311.0,,,,,,61.9,78.7,82.0,244287.0,4.7
2002-09-01,38098800000.0,19961566669.0,18659066678.0,87870333333.33333,79087333333.33333,,77.95,83.98,61.8,88.4,81.7,266005.0,4.48
2002-10-01,31276400000.0,16790442962.0,19810506987.0,,,,,,61.7,90.8,88.1,281057.0,4.7
2002-11-01,28421200000.0,14975393638.0,21369190524.0,,,,,,61.5,90.2,88.7,256564.0,4.71
2002-12-01,62645200000.0,34886561436.0,16555197765.0,96365666666.66667,89932666666.66667,,78.48,84.44,62.2,78.9,99.6,228496.0,4.4
2003-01-01,29860700000.0,12206306572.0,34237543379.000004,,,,,,62.1,81.3,79.8,237778.0,4.21
2003-02-01,29245100000.0,15097585032.0,19843271618.999996,,,,,,62.5,82.5,75.1,230417.0,4.16
2003-03-01,30015700000.0,13550862607.0,18359581768.0,89077999999.99998,78929000000.0,,78.13,80.45,62.6,88.2,83.0,318659.0,4.25
2003-04-01,28509400000.0,18740490129.0,19591373442.0,,,,,,62.4,85.0,87.4,287350.0,4.36
2003-05-01,32408200000.0,17845063150.0,20036818195.0,,,,,,62.2,83.3,86.4,304953.0,3.9
2003-06-01,40432200000.0,17142488467.0,19575163947.0,87929333333.33333,83230333333.33333,,78.03,81.45,62.4,82.8,77.5,299174.0,4.09
2003-07-01,33361900000.0,18747293763.0,28696803341.0,,,,,,62.5,88.4,83.2,288084.0,4.25
2003-08-01,29602700000.0,15799482677.0,21318126000.0,,,,,,62.6,74.4,78.5,228001.0,4.34
2003-09-01,39172700000.0,17478512846.0,18966995012.0,89639333333.33333,79376333333.33333,,79.01,83.84,62.5,89.3,82.5,285208.0,4.26
2003-10-01,29964800000.0,16680241310.0,19572234130.0,,,,,,62.4,92.0,87.7,269124.0,4.52
2003-11-01,29724500000.0,20172036134.0,20504421099.0,,,,,,62.3,89.9,85.3,256205.0,4.61
2003-12-01,62548300000.0,34068075539.0,16000612101.0,95720333333.33333,92227333333.33333,,79.22,84.78,62.9,83.0,99.8,231985.0,4.47
2004-01-01,30628900000.0,11105043102.0,35823686804.0,,,,,,62.9,80.4,80.6,208212.0,4.48
2004-02-01,30218500000.0,15510639965.0,20104002900.0,,,,,,63.0,83.2,76.7,224092.0,4.25
2004-03-01,27954300000.0,12577002843.0,18096715323.0,90000333333.33333,79467333333.33333,,78.91,82.09,63.2,96.4,87.9,332963.0,4.18
2004-04-01,30960500000.0,16982656430.0,17395772022.0,,,,,,63.4,87.7,89.0,297126.0,4.4
2004-05-01,31565500000.0,16535670797.0,20455932088.0,,,,,,63.6,84.5,82.0,282562.0,4.49
2004-06-01,41193400000.0,17547703449.0,19137730151.0,87129000000.0,82226333333.33333,,79.16,82.92,63.6,92.2,82.4,311162.0,4.49
2004-07-01,30246300000.0,16509500669.0,29304296431.0,,,,,,63.8,88.7,84.9,267620.0,4.39
2004-08-01,29796700000.0,15677693012.0,18676360372.0,,,,,,63.9,81.1,79.5,220862.0,4.21
2004-09-01,38994500000.0,20490068961.0,17644322015.0,88142333333.33334,79316000000.0,,79.89,83.75,63.6,94.0,83.4,274538.0,4.13
2004-10-01,28101800000.0,15067467057.0,18890982169.0,,,,,,63.8,92.5,86.2,281180.0,4.01
2004-11-01,29511300000.0,18843825905.0,20823626280.0,,,,,,63.5,94.9,89.0,284761.0,3.9
2004-12-01,60344900000.0,34987264400.0,15240719210.0,93755000000.0,91868666666.66667,,80.06,85.04,64.3,87.7,101.4,281748.0,3.79
2005-01-01,28503200000.0,8451087297.0,36771669046.0,,,92.19637,,,63.9,82.8,79.1,200419.0,3.64
2005-02-01,31228400000.0,16706497993.0,19392872035.0,,,91.98115,,,64.1,84.6,75.6,218841.0,3.78
2005-03-01,30671300000.0,15434927733.0,19257333037.0,90646333333.33334,81571666666.66667,90.0785,79.63,81.3,64.4,93.5,86.2,331538.0,3.78
2005-04-01,28802400000.0,17196444581.0,18976346752.0,,,89.93086,,,64.4,92.9,87.1,309378.0,3.51
2005-05-01,32980300000.0,18227011979.0,20233158090.0,,,89.35055,,,64.6,86.0,83.6,299992.0,3.36
2005-06-01,40440900000.0,20633328846.0,21466901963.000015,88497000000.0,83309333333.33333,89.33171,79.46,83.75,64.7,97.7,82.6,336629.0,3.24
2005-07-01,30997400000.0,23010063595.0,28039979125.999985,,,91.13836,,,65.0,88.9,81.3,270936.0,3.26
2005-08-01,30149700000.0,22642387129.0,20488296659.0,,,92.02141,,,65.1,84.9,82.0,246666.0,3.21
2005-09-01,40655600000.0,17673018728.0,19206973749.0,88911000000.0,81037333333.33333,92.90604,80.15,84.44,65.3,98.2,82.9,284172.0,3.26
2005-10-01,29266700000.0,17113859940.0,20209555013.0,,,94.418,,,65.4,93.8,84.3,288598.0,3.49
2005-11-01,29198900000.0,16887739100.0,22865449072.0,,,94.90335,,,65.0,100.2,87.5,275217.0,3.49
2005-12-01,62460300000.0,34432925040.0,12940808778.0,95276666666.66667,91280666666.66666,95.03248,80.49,85.65,65.6,92.2,99.7,256873.0,3.34
2006-01-01,30381400000.0,12892332438.0,38063959519.0,,,96.53621,,,65.3,89.4,79.9,223108.0,3.56
2006-02-01,32504600000.0,16450417470.0,19084267924.0,,,97.69724,,,65.5,89.4,75.7,215963.0,3.58
2006-03-01,32964800000.0,17915608420.0,17450901719.0,91608666666.66667,84660333333.33333,98.07093,79.8,84.25,65.6,103.6,85.8,358072.0,3.84
2006-04-01,31742200000.0,16697746066.0,18164649433.0,,,97.96001,,,65.8,88.6,84.7,284873.0,4.08
2006-05-01,35589300000.0,20299586157.0,19693811765.0,,,98.88576,,,65.9,97.7,86.5,330102.0,4.03
2006-06-01,43874300000.0,20609520680.0,18270455123.0,88766000000.0,87419666666.66667,99.03194,79.78,85.33,66.1,97.0,81.8,323776.0,4.17
2006-07-01,34569600000.0,18685341631.0,30386681256.0,,,98.81138,,,66.4,93.7,80.9,265845.0,4.0
2006-08-01,31831800000.0,18075331914.0,19838778169.0,,,98.65262,,,66.3,92.2,82.2,244757.0,3.87
2006-09-01,43880800000.0,22371005575.0,18015381906.0,89458666666.66666,84658666666.66667,99.05388,80.54,86.92,65.9,100.7,81.5,298179.0,3.73
2006-10-01,32110400000.0,14998092187.0,20853669958.0,,,99.40546,,,66.0,100.5,83.5,293832.0,3.84
2006-11-01,31560800000.0,18727510687.0,22512086647.0,,,100.80084,,,65.9,106.7,86.7,326038.0,3.77
2006-12-01,65128800000.0,35083847384.0,18711253417.0,96591333333.33333,95491333333.33333,101.80787,80.99,89.58,66.5,94.3,100.1,303416.0,3.99
2007-01-01,34255900000.0,16793651892.000002,39806275708.0,,,101.48327,,,66.4,95.7,78.2,199686.0,4.15
2007-02-01,37937200000.0,17972056864.0,17301418666.0,,,100.07433,,,66.7,95.3,75.1,183258.0,4.01
2007-03-01,38383800000.0,20929040112.0,18525383794.0,91904333333.33333,89809333333.33333,100.73444,81.34,87.67,66.9,108.4,87.0,334592.0,4.11
2007-04-01,36594100000.0,19006322516.0,20663813732.0,,,101.07391,,,67.1,96.3,84.1,264871.0,4.28
2007-05-01,39260800000.0,22289465489.0,19319692407.0,,,101.15818,,,67.3,100.5,82.4,293484.0,4.44
2007-06-01,49381000000.0,23005816245.0,19011166652.0,88766666666.66667,92456333333.33333,99.92458,81.2,87.95,67.3,103.3,80.2,301108.0,4.61
2007-07-01,36964700000.0,22228969581.0,33463186107.0,,,100.17426,,,67.7,102.2,79.1,258639.0,4.42
2007-08-01,35264200000.0,19358168552.0,19571448691.0,,,99.82415,,,67.6,97.2,80.8,239381.0,4.36
2007-09-01,48415100000.0,21172320612.0,18218157600.0,90171333333.33333,88501999999.99998,99.27158,82.11,89.53,67.7,103.6,78.3,265473.0,4.43
2007-10-01,33866800000.0,16849053505.0,21777879804.0,,,99.83633,,,67.8,111.2,84.5,281845.0,4.29
2007-11-01,34600700000.0,20523962074.0,20165687826.0,,,98.71325,,,68.2,111.9,84.3,283921.0,4.21
2007-12-01,68893100000.0,35589468289.0,22625824953.0,98117333333.33333,99504333333.33333,98.82023,82.39,91.2,68.6,94.6,92.5,241905.0,4.46
2008-01-01,37778165000.0,16652371927.0,40061150740.0,,,98.16351,,,68.4,101.3,78.9,220742.0,4.1
2008-02-01,39387236000.0,20398271473.0,18402123073.0,,,98.15056,,,68.7,103.6,77.5,228623.0,4.1
2008-03-01,41681652000.0,21754810500.0,18164814365.0,94553333333.33333,92709666666.66667,98.14675,82.18,88.8,69.1,102.5,80.1,286549.0,4.12
2008-04-01,38485082000.0,20494400758.0,22828430036.0,,,97.07743,,,68.9,112.1,84.0,317960.0,4.33
2008-05-01,40520738000.0,23737259745.0,19922212392.0,,,96.79425,,,69.4,99.7,83.2,275259.0,4.55
2008-06-01,51823064000.0,23431996652.0,20254878614.0,92930333333.33333,95794666666.66667,95.66293,81.96,89.79,69.6,108.0,76.7,304036.0,4.72
2008-07-01,39049631000.0,22106033738.0,36784196754.0,,,92.39683,,,70.0,105.6,80.3,262534.0,4.56
2008-08-01,37646054000.0,21960705482.0,20233585544.0,,,91.52407,,,69.8,92.4,77.6,214386.0,4.27
